,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rushing_value
87,2014,3,GB,DET,7,19,22,76.0,-11.741176,0.0,-2.0240928658708928,-0.5336898181818182,-2.2335816188522717,-2.2335816188522717
88,2014,3,HOU,NYG,17,30,25,119.0,-3.3719087,1.0,-0.4400900656256254,-0.134876348,-0.36463443702271564,-0.36463443702271564
90,2014,3,IND,JAX,44,17,28,145.0,-2.7727406,0.0,-0.32668898591370893,-0.09902645,-0.19663217319388568,-0.19663217319388568
92,2014,3,JAX,IND,17,44,20,105.0,-0.8658556,0.0,0.03421610547292859,-0.043292779999999996,0.06455079395120766,0.06455079395120766
94,2014,3,KC,MIA,34,15,41,174.0,-0.5815978,2.0,0.08801593466365822,-0.014185312195121952,0.20095621651459392,0.20095621651459392
95,2014,3,LA,DAL,31,34,29,122.0,-6.3243017,0.0,-0.9988724072321036,-0.21807936896551725,-0.7545461706517625,-0.7545461706517625
96,2014,3,LAC,BUF,22,10,36,83.0,-5.0094876,0.0,-0.750025149575276,-0.13915243333333333,-0.38467332294437867,-0.38467332294437867
97,2014,3,LV,NE,9,16,22,67.0,-5.671562,0.0,-0.8753321407345505,-0.25779827272727274,-0.940679636046123,-0.940679636046123
98,2014,3,MIA,KC,15,34,20,141.0,-1.320002,0.0,-0.05173755612434257,-0.06600009999999999,-0.04186181468398754,-0.04186181468398754
99,2014,3,MIN,NO,9,20,20,62.0,-1.6793597,0.0,-0.11975110888656572,-0.083967985,-0.12606415624200473,-0.12606415624200473
101,2014,3,NE,LV,16,9,29,83.0,-4.682076,0.0,-0.6880578503311973,-0.16145089655172415,-0.4891699187392553,-0.4891699187392553
102,2014,3,NO,MIN,20,9,30,110.0,-7.4160786,1.0,-1.2055067044594243,-0.24720261999999998,-0.8910255576739631,-0.8910255576739631
103,2014,3,NYG,HOU,30,17,41,194.0,-1.8259289,1.0,-0.14749141337292246,-0.0445348512195122,0.058730114162531946,0.058730114162531946
104,2014,3,NYJ,CHI,19,27,26,114.0,-0.26659524,0.0,0.1476346467012613,-0.010253663076923077,0.21938098169629777,0.21938098169629777
105,2014,3,PHI,WAS,37,34,23,56.0,-11.139548,0.0,-1.910226215118089,-0.48432817391304345,-2.002259678034824,-2.002259678034824
106,2014,3,PIT,CAR,37,19,32,266.0,13.761656,1.0,2.8026805963872206,0.43005175,2.2827705671565184,2.2827705671565184
107,2014,3,SEA,DEN,26,20,36,130.0,1.2739043,1.0,0.4391960818506138,0.03538623055555556,0.4332617980702638,0.4332617980702638
109,2014,3,SF,ARI,14,23,23,82.0,-1.6960677,1.0,-0.12291333537997666,-0.07374207391304348,-0.07814278663807932,-0.07814278663807932
110,2014,3,TB,ATL,14,56,18,64.0,-12.065042,0.0,-2.0853891099165613,-0.6702801111111111,-2.8736804673668264,-2.8736804673668264
112,2014,3,TEN,CIN,7,33,27,150.0,5.7031426,1.0,1.2774923888826029,0.2112275037037037,1.257301296409493,1.257301296409493
113,2014,3,WAS,PHI,34,37,27,85.0,-1.6041733,1.0,-0.10552101396053071,-0.05941382592592593,-0.010996762999835642,-0.010996762999835642
114,2014,4,ATL,MIN,28,41,22,123.0,4.552578,1.0,1.0597316838011586,0.2069353636363636,1.2371871736863667,1.2371871736863667
115,2014,4,BAL,CAR,38,10,30,127.0,-2.1508694,2.0,-0.20899102181691337,-0.07169564666666667,-0.06855267817661861,-0.06855267817661861
116,2014,4,BUF,HOU,17,23,23,96.0,-1.8169905,0.0,-0.14579969411934904,-0.07899958695652173,-0.10278090676366373,-0.10278090676366373
117,2014,4,CAR,BAL,10,38,26,67.0,-13.087623,0.0,-2.2789270994939295,-0.5033701153846154,-2.0914953370852394,-2.0914953370852394
119,2014,4,CHI,GB,17,38,41,235.0,6.352316,0.0,1.4003576824125088,0.15493453658536585,0.9934973125453649,0.9934973125453649
121,2014,4,DAL,NO,38,17,32,193.0,5.679905,2.0,1.2730943427751522,0.17749703125,1.0992312307083798,1.0992312307083798
122,2014,4,DET,NYJ,24,17,24,91.0,-1.8682306,1.0,-0.15549761138922133,-0.07784294166666667,-0.09736055585659548,-0.09736055585659548
123,2014,4,GB,CHI,38,17,18,56.0,1.7229321,1.0,0.5241809756402974,0.09571845,0.7159948046881466,0.7159948046881466
124,2014,4,HOU,BUF,23,17,21,39.0,-6.6071725,0.0,-1.0524097269575254,-0.3146272619047619,-1.2069955634421303,-1.2069955634421303
125,2014,4,IND,TEN,41,17,37,108.0,-6.1816354,1.0,-0.9718707820479453,-0.16707122702702704,-0.5155082989298223,-0.5155082989298223
126,2014,4,JAX,LAC,14,33,25,85.0,-8.540484,1.0,-1.418316409104764,-0.34161936,-1.3334877946191854,-1.3334877946191854
127,2014,4,KC,NE,41,14,36,209.0,-0.2970661,1.0,0.14186760332269918,-0.008251836111111112,0.22876208124782252,0.22876208124782252
128,2014,4,LAC,JAX,33,14,20,42.0,-6.621519,0.0,-1.0551250060087416,-0.33107595,-1.2840785397176646,-1.2840785397176646
129,2014,4,LV,MIA,14,38,18,53.0,-13.40277,0.0,-2.3385731488546537,-0.7445983333333334,-3.221955644525417,-3.221955644525417
131,2014,4,MIA,LV,38,14,35,157.0,-8.065668,2.0,-1.328450731902501,-0.23044765714285717,-0.8125072954917959,-0.8125072954917959
132,2014,4,MIN,ATL,41,28,44,241.0,7.271222,4.0,1.574273704566823,0.16525504545454545,1.041861992798784,1.041861992798784
133,2014,4,NE,KC,14,41,16,75.0,-2.1308522,0.0,-0.2052024821853653,-0.1331782625,-0.3566767516710053,-0.3566767516710053
135,2014,4,NO,DAL,17,38,13,104.0,2.8869352,0.0,0.7444851078663253,0.22207193846153844,1.3081212342865907,1.3081212342865907
136,2014,4,NYG,WAS,45,14,38,154.0,1.455212,2.0,0.4735111412472744,0.038295052631578945,0.4468933206438345,0.4468933206438345
137,2014,4,NYJ,DET,17,24,27,132.0,-1.179699,1.0,-0.025183219057965025,-0.04369255555555556,0.06267733817856465,0.06267733817856465
138,2014,4,PHI,SF,21,26,12,22.0,-3.4959946,0.0,-0.46357508600141795,-0.29133288333333335,-1.0978318404522966,-1.0978318404522966
139,2014,4,PIT,TB,24,27,27,85.0,-3.649466,0.0,-0.49262172994808234,-0.1351654074074074,-0.3659890471481186,-0.3659890471481186
141,2014,4,SF,PHI,26,21,40,220.0,3.643117,0.0,0.8876032621514092,0.091077925,0.6942480564727325,0.6942480564727325
142,2014,4,TB,PIT,27,24,19,63.0,1.7649052,1.0,0.5321249814357599,0.09288974736842105,0.7027387433793018,0.7027387433793018
144,2014,4,TEN,IND,17,41,16,85.0,2.5856962,1.0,0.6874713451988235,0.1616060125,1.024761642969347,1.024761642969347
146,2014,4,WAS,NYG,14,45,17,86.0,0.09499586,1.0,0.21607090215982058,0.0055879917647058824,0.2936192368843212,0.2936192368843212
147,2014,5,ARI,DEN,20,41,19,37.0,-7.2153125,1.0,-1.1675088662741961,-0.3797532894736842,-1.5121936442221018,-1.5121936442221018
149,2014,5,ATL,NYG,20,30,21,90.0,-2.9716089,1.0,-0.36432763847293786,-0.14150518571428572,-0.39569895337235567,-0.39569895337235567
150,2014,5,BAL,IND,13,20,15,90.0,0.5681602,1.0,0.30562397922980544,0.037877346666666666,0.44493583815057697,0.44493583815057697
151,2014,5,BUF,DET,17,14,23,51.0,-9.611584,0.0,-1.6210373090983283,-0.41789495652173914,-1.6909357541795336,-1.6909357541795336
152,2014,5,CAR,CHI,31,24,24,93.0,-0.5428353,1.0,0.09535228877251876,-0.0226181375,0.16143772913444696,0.16143772913444696
153,2014,5,CHI,CAR,24,31,21,86.0,-6.4993534,1.0,-1.0320034297037712,-0.30949301904761906,-1.1829351205631295,-1.1829351205631295
154,2014,5,CIN,NE,17,43,18,79.0,-2.3088884,0.0,-0.23889836370476977,-0.12827157777777776,-0.3336827074138174,-0.3336827074138174
156,2014,5,CLE,TEN,29,28,36,176.0,5.8347464,0.0,1.3024002786954805,0.1620762888888889,1.0269654846081315,1.0269654846081315
157,2014,5,DAL,HOU,20,17,33,140.0,-4.291301,0.0,-0.6140981269673795,-0.13003942424242423,-0.34196731140801573,-0.34196731140801573
158,2014,5,DEN,ARI,41,20,26,94.0,-1.2680042,1.0,-0.04189623335925498,-0.04876939230769231,0.03888591574694773,0.03888591574694773
159,2014,5,DET,BUF,14,17,19,70.0,-1.8757482,0.0,-0.15692042404704193,-0.09872358947368422,-0.19521288731347836,-0.19521288731347836
160,2014,5,GB,MIN,42,10,27,157.0,2.080804,2.0,0.5919133196328348,0.07706681481481482,0.628588225868297,0.628588225868297
162,2014,5,HOU,DAL,17,20,30,177.0,5.5933228,2.0,1.2567074307151926,0.18644409333333334,1.1411595699359305,1.1411595699359305
163,2014,5,IND,BAL,20,13,29,128.0,-9.580059,1.0,-1.615070754740848,-0.3303468620689655,-1.2806618375852326,-1.2806618375852326
164,2014,5,JAX,PIT,9,17,15,56.0,0.01456964,0.0,0.2008490968181341,0.0009713093333333333,0.2719842213579346,0.2719842213579346
165,2014,5,KC,SF,17,22,20,107.0,3.0536633,1.0,0.7760407707234039,0.152683165,0.9829467797917888,0.9829467797917888
166,2014,5,LA,PHI,28,34,23,125.0,-3.0246964,1.0,-0.37437520245240596,-0.13150853913043478,-0.34885197889048414,-0.34885197889048414
167,2014,5,LAC,NYJ,31,0,40,162.0,-3.5542426,1.0,-0.474599347959055,-0.088856065,-0.1489710137671343,-0.1489710137671343
168,2014,5,MIN,GB,10,42,25,111.0,-1.3242906,1.0,-0.052549234634017145,-0.052971624,0.019193127850007347,0.019193127850007347
169,2014,5,NE,CIN,43,17,43,224.0,4.9884706,1.0,1.142230554282472,0.11601094418604652,0.8110908900937226,0.8110908900937226
170,2014,5,NO,TB,37,31,28,141.0,3.899983,2.0,0.9362188038354227,0.13928510714285716,0.9201598772764834,0.9201598772764834
171,2014,5,NYG,ATL,30,20,32,127.0,0.68613994,1.0,0.3279533220304839,0.021441873125,0.36791478882712175,0.36791478882712175
172,2014,5,NYJ,LAC,0,31,21,91.0,-5.7056723,0.0,-0.8817879998653977,-0.2716986809523809,-1.0058206874924358,-1.0058206874924358
174,2014,5,PHI,LA,34,28,32,146.0,-6.7247624,0.0,-1.0746652869968805,-0.210148825,-0.7173815087160169,-0.7173815087160169
175,2014,5,PIT,JAX,17,9,25,113.0,-0.7065279,0.0,0.06437113743810884,-0.028261116,0.1349932142089815,0.1349932142089815
176,2014,5,SEA,WAS,27,17,36,225.0,10.996659,1.0,2.279365611493649,0.30546275,1.6989130050465762,1.6989130050465762
177,2014,5,SF,KC,22,17,37,174.0,1.5860766,0.0,0.498279126952902,0.042866935135135134,0.46831839165956957,0.46831839165956957
179,2014,5,TB,NO,31,37,21,66.0,-5.1573787,1.0,-0.7780156424265859,-0.24558946190476189,-0.8834658649821233,-0.8834658649821233
180,2014,5,TEN,CLE,28,29,29,150.0,-0.50554204,1.0,0.10241056832708322,-0.017432484137931036,0.18573909546634476,0.18573909546634476
182,2014,5,WAS,SEA,17,27,17,32.0,-8.866489,0.0,-1.4800174893049338,-0.5215581764705882,-2.176729482998304,-2.176729482998304
183,2014,6,ARI,WAS,30,20,23,74.0,-5.796591,0.0,-0.8989956561908995,-0.2520256956521739,-0.9136277873423134,-0.9136277873423134
184,2014,6,ATL,CHI,13,27,12,43.0,-1.6151327,0.0,-0.10759523619131164,-0.13459439166666667,-0.36331311381278975,-0.36331311381278975
185,2014,6,BAL,TB,48,17,32,172.0,-2.000881,1.0,-0.1806035851288407,-0.06252753125,-0.025588423576954306,-0.025588423576954306
186,2014,6,BUF,NE,22,37,23,68.0,-5.0967603,1.0,-0.7665427485752463,-0.22159827391304346,-0.7710367056424862,-0.7710367056424862
187,2014,6,CAR,CIN,37,37,34,147.0,5.865728,2.0,1.3082639868788812,0.17252141176470587,1.0759141396114889,1.0759141396114889
188,2014,6,CHI,ATL,27,13,26,106.0,-0.031705856,2.0,0.19209080142389584,-0.0012194559999999998,0.26171770580138487,0.26171770580138487
189,2014,6,CIN,CAR,37,37,31,193.0,4.453559,2.0,1.040990930560133,0.1436631935483871,0.940676767655565,0.940676767655565
190,2014,6,CLE,PIT,31,10,38,158.0,-5.7514186,3.0,-0.8904461373944572,-0.15135312105263157,-0.44184902696202216,-0.44184902696202216
191,2014,6,DAL,SEA,30,23,35,163.0,-1.9864254,1.0,-0.17786765735183854,-0.05675501142857142,0.0014631568207582669,0.0014631568207582669
192,2014,6,DEN,NYJ,31,17,33,138.0,-1.1209323,0.0,-0.014060785752342958,-0.033967645454545455,0.1082508824185386,0.1082508824185386
193,2014,6,DET,MIN,17,3,28,100.0,-3.0055847,1.0,-0.3707580415669546,-0.10734231071428571,-0.23560253304498568,-0.23560253304498568
194,2014,6,GB,MIA,27,24,33,122.0,-1.5296261,0.0,-0.09141189672031017,-0.04635230606060606,0.050213031974168834,0.050213031974168834
195,2014,6,HOU,IND,28,33,24,136.0,1.9337804,2.0,0.564087013487476,0.08057418333333334,0.6450246980499774,0.6450246980499774
196,2014,6,IND,HOU,33,28,33,95.0,-15.203231,1.0,-2.679335985492981,-0.4607039696969697,-1.891550303367845,-1.891550303367845
197,2014,6,JAX,TEN,14,16,23,82.0,0.9644637,1.0,0.3806300498026739,0.04193320434782609,0.4639426780641056,0.4639426780641056
198,2014,6,LA,SF,17,31,23,94.0,-1.4999211,1.0,-0.08578980323295246,-0.06521396086956521,-0.038177755287292156,-0.038177755287292156
199,2014,6,LAC,LV,31,28,30,119.0,2.3286815,1.0,0.6388276599261357,0.07762271666666667,0.6311933314554244,0.6311933314554244
201,2014,6,LV,LAC,28,31,20,114.0,2.799939,0.0,0.7280198404216235,0.13999695,0.9234957643546107,0.9234957643546107
202,2014,6,MIA,GB,24,27,23,112.0,-4.215233,1.0,-0.5997011767099708,-0.183271,-0.5914247919969031,-0.5914247919969031
203,2014,6,MIN,DET,3,17,17,70.0,-0.62226623,0.0,0.08031885621073576,-0.036603895882352945,0.09589670389643011,0.09589670389643011
204,2014,6,NE,BUF,37,22,25,52.0,-6.748587,0.0,-1.0791744311981564,-0.26994348,-0.9975953437697141,-0.9975953437697141
205,2014,6,NYG,PHI,0,27,24,86.0,-4.492399,0.0,-0.6521587819453515,-0.18718329166666667,-0.6097588429545563,-0.6097588429545563
207,2014,6,NYJ,DEN,17,31,15,31.0,-4.927824,0.0,-0.7345691524800333,-0.3285216,-1.2721081686273155,-1.2721081686273155
208,2014,6,PHI,NYG,27,0,36,203.0,0.12716892,1.0,0.22216011108405445,0.00353247,0.2839865090640072,0.2839865090640072
209,2014,6,PIT,CLE,10,31,32,138.0,-2.444277,0.0,-0.2645225807161307,-0.07638365625,-0.09052195192047278,-0.09052195192047278
210,2014,6,SEA,DAL,23,30,18,80.0,-0.27215192,1.0,0.14658296602664994,-0.01511955111111111,0.1965781216914742,0.1965781216914742
211,2014,6,SF,LA,31,17,30,89.0,-12.510765,0.0,-2.169748523330651,-0.4170255,-1.6868612470790416,-1.6868612470790416
212,2014,6,TB,BAL,17,48,18,87.0,1.1153613,0.0,0.40918956551443636,0.061964516666666664,0.5578147949953044,0.5578147949953044
213,2014,6,TEN,JAX,16,14,23,71.0,-5.165912,1.0,-0.7796306907469249,-0.22460486956521739,-0.7851264214900219,-0.7851264214900219
214,2014,6,WAS,ARI,20,30,17,72.0,-2.4305835,0.0,-0.26193089119688706,-0.1429755,-0.40258924155504083,-0.40258924155504083
215,2014,7,ARI,LV,24,13,37,123.0,-3.9517682,1.0,-0.5498367183282845,-0.10680454594594595,-0.2330824227091497,-0.2330824227091497
216,2014,7,ATL,BAL,7,29,16,68.0,-2.7647705,0.0,-0.32518053119889356,-0.17279815625,-0.5423462295216176,-0.5423462295216176
217,2014,7,BAL,ATL,29,7,36,123.0,-5.8103013,1.0,-0.9015905253489441,-0.16139725833333332,-0.4889185556219208,-0.4889185556219208
218,2014,7,BUF,MIN,17,16,18,119.0,-0.6659482,0.0,0.07205142247729177,-0.03699712222222222,0.09405393950989928,0.09405393950989928
219,2014,7,CAR,GB,17,38,25,108.0,-6.567551,0.0,-1.0449107948885357,-0.26270203999999997,-0.9636600083503316,-0.9636600083503316
221,2014,7,CHI,MIA,14,27,14,52.0,0.9920223,1.0,0.3858459065803442,0.07085873571428572,0.5994954975454065,0.5994954975454065
222,2014,7,CIN,IND,0,27,12,32.0,-3.695475,0.0,-0.5013295871862524,-0.30795625,-1.1757334074932047,-1.1757334074932047
223,2014,7,CLE,JAX,6,24,29,70.0,-11.080872,0.0,-1.8991209480767088,-0.3820990344827586,-1.5231864362208316,-1.5231864362208316
224,2014,7,DAL,NYG,31,21,34,157.0,-1.1013947,1.0,-0.010363017237998578,-0.03239396176470588,0.11562558743007183,0.11562558743007183
225,2014,7,DEN,SF,42,17,24,118.0,1.3869362,2.0,0.4605889756009476,0.057789008333333336,0.5382472399457434,0.5382472399457434
227,2014,7,DET,NO,24,23,23,60.0,-2.771917,1.0,-0.32653310790676776,-0.12051813043478261,-0.2973479678812026,-0.2973479678812026
228,2014,7,GB,CAR,38,17,27,125.0,5.3484435,2.0,1.210360542389365,0.1980905,1.1957377638675053,1.1957377638675053
230,2014,7,HOU,PIT,23,30,29,133.0,-3.5413494,0.0,-0.4721591265905582,-0.12211549655172414,-0.30483365511550503,-0.30483365511550503
231,2014,7,IND,CIN,27,0,34,171.0,-5.213401,1.0,-0.7886186590223375,-0.15333532352941176,-0.4511381608799537,-0.4511381608799537
232,2014,7,JAX,CLE,24,6,34,186.0,4.8047113,2.0,1.1074514947379035,0.14131503823529412,0.9296726803239548,0.9296726803239548
233,2014,7,KC,LAC,23,20,39,154.0,2.2395797,1.0,0.621963877751692,0.05742512051282052,0.5365419637514878,0.5365419637514878
234,2014,7,LA,SEA,28,26,25,104.0,-3.355048,1.0,-0.4368989384866828,-0.13420192,-0.3614738860278551,-0.3614738860278551
236,2014,7,LAC,KC,20,23,16,69.0,-1.5230894,0.0,-0.09017473333034849,-0.0951930875,-0.17866800553916756,-0.17866800553916756
237,2014,7,LV,ARI,13,24,18,57.0,-2.8539999,1.0,-0.3420684634870886,-0.15855555,-0.47560154609678207,-0.47560154609678207
238,2014,7,MIA,CHI,27,14,31,139.0,1.4614841,1.0,0.4746982253261182,0.047144648387096776,0.48836490644575226,0.48836490644575226
239,2014,7,MIN,BUF,16,17,29,158.0,-2.7641373,0.0,-0.32506068909836516,-0.09531507931034482,-0.1792396919720413,-0.1792396919720413
240,2014,7,NE,NYJ,27,25,15,63.0,-1.6274266,0.0,-0.10992203151614674,-0.10849510666666666,-0.24100484492137406,-0.24100484492137406
241,2014,7,NO,DET,23,24,21,73.0,-6.7857428,0.0,-1.086206694493816,-0.32313060952380956,-1.246844537353395,-1.246844537353395
242,2014,7,NYG,DAL,21,31,26,104.0,-3.8289354,0.0,-0.5265888649394977,-0.14726674615384616,-0.4226991751591173,-0.4226991751591173
243,2014,7,NYJ,NE,25,27,43,218.0,7.6735635,1.0,1.6504225524659553,0.17845496511627906,1.1037203664412958,1.1037203664412958
244,2014,7,PIT,HOU,30,23,22,78.0,-5.206361,0.0,-0.787286238953292,-0.23665277272727273,-0.8415861359811431,-0.8415861359811431
246,2014,7,SEA,LA,26,28,29,171.0,3.836246,1.0,0.9241556706052015,0.13228434482758622,0.8873524222178085,0.8873524222178085
247,2014,7,SF,DEN,17,42,18,62.0,-4.1492844,0.0,-0.5872194667432866,-0.2305158,-0.812826631247333,-0.812826631247333
249,2014,7,TEN,WAS,17,19,22,76.0,-1.9180555,0.0,-0.16492768194294116,-0.0871843409090909,-0.14113686506830336,-0.14113686506830336
250,2014,7,WAS,TEN,19,17,25,101.0,-4.135307,0.0,-0.5845740451135881,-0.16541228,-0.5077340269887236,-0.5077340269887236
252,2014,8,ARI,PHI,24,20,23,71.0,-5.6712418,1.0,-0.8752715383331146,-0.2465757304347826,-0.8880877845699171,-0.8880877845699171
253,2014,8,ATL,DET,21,22,26,78.0,-2.7044482,1.0,-0.3137636784814239,-0.10401723846153846,-0.22002035019314142,-0.22002035019314142
254,2014,8,BAL,CIN,24,27,26,110.0,6.691638,2.0,1.4645791941552182,0.25737069230769233,1.4735406883807272,1.4735406883807272
255,2014,8,BUF,NYJ,43,23,31,68.0,-5.3769627,1.0,-0.8195750356710887,-0.17345040967741934,-0.545402864505532,-0.545402864505532
256,2014,8,CAR,SEA,9,13,30,115.0,-5.9982243,0.0,-0.9371576243028146,-0.19994081000000002,-0.6695440049887078,-0.6695440049887078
257,2014,8,CHI,NE,23,51,26,153.0,7.089317,0.0,1.5398455976549295,0.2726660384615385,1.5452187941285243,1.5452187941285243
259,2014,8,CIN,BAL,27,24,33,112.0,2.744051,3.0,0.7174422420098595,0.0831530606060606,0.6571100105369166,0.6571100105369166
260,2014,8,CLE,LV,23,13,24,40.0,-7.6068025,1.0,-1.2416039135512762,-0.31695010416666664,-1.2178810270079479,-1.2178810270079479
261,2014,8,DAL,WAS,17,20,25,171.0,1.2049919,0.0,0.42615343060542993,0.048199676,0.49330904958863286,0.49330904958863286
263,2014,8,DEN,LAC,35,21,30,139.0,1.5601162,2.0,0.4933657522426108,0.05200387333333333,0.5111365414284031,0.5111365414284031
264,2014,8,DET,ATL,22,21,23,60.0,-3.069117,0.0,-0.3827824324124975,-0.1334398695652174,-0.3579027127376208,-0.3579027127376208
265,2014,8,GB,NO,23,44,19,89.0,-0.9784202,1.0,0.012911654889961969,-0.0514958,0.02610923603566855,0.02610923603566855
267,2014,8,HOU,TEN,30,16,38,214.0,6.145131,2.0,1.3611449761617698,0.16171397368421053,1.0252675781146299,1.0252675781146299
268,2014,8,IND,PIT,34,51,9,64.0,4.3138733,1.0,1.0145534262932754,0.47931925555555555,2.5136513486452916,2.5136513486452916
269,2014,8,JAX,MIA,13,27,30,176.0,1.174043,0.0,0.4202959113618384,0.03913476666666667,0.45082844645266046,0.45082844645266046
270,2014,8,KC,LA,34,7,33,140.0,-1.5812297,3.0,-0.1011786115320998,-0.04791605151515151,0.04288490020610413,0.04288490020610413
271,2014,8,LA,KC,7,34,19,84.0,-2.4167974,0.0,-0.2593216758113943,-0.12719986315789475,-0.3286603644682726,-0.3286603644682726
272,2014,8,LAC,DEN,21,35,15,61.0,-4.2152953,0.0,-0.5997129678705252,-0.28101968666666666,-1.049501427146464,-1.049501427146464
273,2014,8,LV,CLE,13,23,21,76.0,-10.201518,0.0,-1.7326907041284871,-0.48578657142857146,-2.0090941210274105,-2.0090941210274105
276,2014,8,MIA,JAX,27,13,23,149.0,6.5978966,0.0,1.446837301731862,0.2868650695652174,1.611759272698199,1.611759272698199
277,2014,8,MIN,TB,19,13,22,97.0,-0.37903216,0.0,0.12635436137318332,-0.017228734545454545,0.1866939208549763,0.1866939208549763
278,2014,8,NE,CHI,51,23,31,123.0,-4.918972,0.0,-0.7328937856545801,-0.15867651612903227,-0.47616842591116915,-0.47616842591116915
280,2014,8,NO,GB,44,23,31,193.0,2.4024315,2.0,0.652785895734674,0.07749779032258065,0.630607893008199,0.630607893008199
281,2014,8,NYJ,BUF,23,43,33,175.0,3.6252646,3.0,0.8842244416910926,0.10985650303030303,0.782249523605979,0.782249523605979
283,2014,8,PHI,ARI,20,24,25,110.0,-1.6637757,0.0,-0.1168016153700876,-0.066551028,-0.044443611463623856,-0.044443611463623856
284,2014,8,PIT,IND,51,34,32,117.0,-8.666227,0.0,-1.442115059210161,-0.27081959375,-1.0017010484322926,-1.0017010484322926
285,2014,8,SEA,CAR,13,9,25,120.0,-2.2035003,0.0,-0.21895216775610793,-0.088140012,-0.14561539682726396,-0.14561539682726396
286,2014,8,TB,MIN,13,19,23,66.0,-1.00045,0.0,0.008742202100606878,-0.04349782608695652,0.06358989284075152,0.06358989284075152
287,2014,8,TEN,HOU,16,30,13,37.0,-2.9330812,0.0,-0.3570357236016074,-0.22562163076923078,-0.7898912379491252,-0.7898912379491252
288,2014,8,WAS,DAL,20,17,30,124.0,1.9662309,2.0,0.57022873187534,0.06554103,0.5745752983756486,0.5745752983756486
289,2014,9,ARI,DAL,28,17,27,104.0,-0.31046343,1.0,0.1393319681858205,-0.011498645555555555,0.2135466589644037,0.2135466589644037
290,2014,9,BAL,PIT,23,43,18,63.0,-8.070795,0.0,-1.3294210895294891,-0.44837750000000004,-1.8337851511738728,-1.8337851511738728
291,2014,9,CAR,NO,10,28,22,109.0,5.5845313,1.0,1.2550435143747078,0.25384233181818183,1.4570058421772047,1.4570058421772047
292,2014,9,CIN,JAX,33,23,34,191.0,3.9310415,2.0,0.9420970664369072,0.11561886764705882,0.8092535139833608,0.8092535139833608
293,2014,9,CLE,TB,22,17,27,56.0,-6.927757,0.0,-1.1130849004837944,-0.25658359259259256,-0.9349873182477801,-0.9349873182477801
294,2014,9,DAL,ARI,17,28,25,92.0,-5.772976,0.0,-0.8945261817689518,-0.23091904,-0.8147163223384021,-0.8147163223384021
295,2014,9,DEN,NE,21,43,16,44.0,-4.090977,1.0,-0.5761839624913169,-0.2556860625,-0.9307812508439048,-0.9307812508439048
296,2014,9,HOU,PHI,21,31,28,118.0,-0.7454292,0.0,0.05700851345629609,-0.02662247142857143,0.14267234338281687,0.14267234338281687
297,2014,9,IND,NYG,40,24,24,98.0,1.8376062,0.0,0.5458846790834417,0.076566925,0.6262456077511167,0.6262456077511167
298,2014,9,JAX,CIN,23,33,25,132.0,2.8862338,1.0,0.7443523579463781,0.11544935199999999,0.808459118070148,0.808459118070148
299,2014,9,KC,NYJ,24,10,24,113.0,2.3909855,1.0,0.6506195775371888,0.09962439583333334,0.734299117364093,0.734299117364093
300,2014,9,LA,SF,13,10,26,92.0,-4.111189,0.0,-0.5800093707918211,-0.15812265384615387,-0.47357287829279165,-0.47357287829279165
301,2014,9,LAC,MIA,0,37,19,50.0,-7.6375866,0.0,-1.2474302420523422,-0.4019782421052631,-1.6163457496365654,-1.6163457496365654
303,2014,9,LV,SEA,24,30,18,37.0,-6.6590323,0.0,-1.0622249312610323,-0.3699462388888889,-1.4662351675834941,-1.4662351675834941
304,2014,9,MIA,LAC,37,0,35,132.0,-7.424558,1.0,-1.2071115514386097,-0.21213022857142858,-0.7266668987486058,-0.7266668987486058
307,2014,9,MIN,WAS,29,26,28,102.0,1.2884837,3.0,0.44195544053735286,0.046017275,0.48308173154766376,0.48308173154766376
308,2014,9,NE,DEN,43,21,25,66.0,-7.661361,0.0,-1.2519298851900578,-0.30645444,-1.1686955219226298,-1.1686955219226298
309,2014,9,NO,CAR,28,10,35,107.0,2.512786,3.0,0.6736720534774989,0.07179388571428572,0.6038778619532363,0.6038778619532363
310,2014,9,NYG,IND,24,40,20,89.0,-0.51875216,1.0,0.09991036534377355,-0.025937608,0.14588179760256317,0.14588179760256317
311,2014,9,NYJ,KC,10,24,30,139.0,0.7115431,0.0,0.3327612311499689,0.023718103333333334,0.3785818157736299,0.3785818157736299
313,2014,9,PHI,HOU,31,21,39,192.0,7.854993,1.0,1.684760664243924,0.20141007692307694,1.21129419412655,1.21129419412655
315,2014,9,PIT,BAL,43,23,25,55.0,-10.845361,0.0,-1.8545471436902052,-0.43381444,-1.7655387352907626,-1.7655387352907626
317,2014,9,SEA,LV,30,24,35,152.0,2.1815565,2.0,0.6109821623894416,0.06233018571428572,0.5595284184988394,0.5595284184988394
318,2014,9,SF,LA,10,13,21,80.0,-6.253288,0.0,-0.9854320550932996,-0.29777561904761907,-1.1280242327779555,-1.1280242327779555
319,2014,9,TB,CLE,17,22,26,113.0,-2.2020516,0.0,-0.21867798068877464,-0.0846942923076923,-0.12946782762560896,-0.12946782762560896
