,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rushing_value
2271,2017,12,DET,MIN,23,30,15,53.0,-8.372215,0.0,-1.386469109019789,-0.5581476666666667,-2.348197674770675,-2.348197674770675
2272,2017,12,GB,PIT,28,31,24,80.0,0.16583976,1.0,0.22947911723502745,0.00690999,0.29981447616525664,0.29981447616525664
2273,2017,12,HOU,BAL,16,23,25,66.0,-4.756036,1.0,-0.7020558316247496,-0.19024143999999998,-0.6240901485310564,-0.6240901485310564
2274,2017,12,IND,TEN,16,20,24,89.0,-6.716903,1.0,-1.073177783830594,-0.27987095833333336,-1.0441181772269157,-1.0441181772269157
2275,2017,12,JAX,ARI,24,27,22,91.0,-4.6949806,2.0,-0.6905002293117377,-0.2134082090909091,-0.73265585917471,-0.73265585917471
2276,2017,12,KC,BUF,10,16,18,56.0,-7.061488,0.0,-1.1383953931334436,-0.39230488888888887,-1.5710138148241772,-1.5710138148241772
2277,2017,12,LA,NO,26,20,22,91.0,-3.4775305,0.0,-0.46008049262118156,-0.15806956818181817,-0.4733241045923684,-0.4733241045923684
2279,2017,12,LAC,DAL,28,6,29,86.0,-6.5102177,0.0,-1.0340596529077672,-0.22449026551724138,-0.7845893560985411,-0.7845893560985411
2280,2017,12,LV,DEN,21,14,34,107.0,-4.693827,1.0,-0.6902818941140599,-0.13805373529411763,-0.3795245284386723,-0.3795245284386723
2281,2017,12,MIA,NE,17,35,19,67.0,-6.1212053,0.0,-0.9604335266481683,-0.3221687,-1.2423367706200412,-1.2423367706200412
2282,2017,12,MIN,DET,30,23,38,140.0,-2.5082872,2.0,-0.276637420929713,-0.06600755789473683,-0.041896764384519086,-0.041896764384519086
2283,2017,12,NE,MIA,35,17,34,200.0,-2.7288058,1.0,-0.31837370050895003,-0.08025899411764706,-0.10868282743722589,-0.10868282743722589
2284,2017,12,NO,LA,20,26,17,123.0,4.645484,1.0,1.0773154648998442,0.2732637647058823,1.5480199000675054,1.5480199000675054
2285,2017,12,NYG,WAS,10,20,23,85.0,-2.1488109,0.0,-0.2086014214316676,-0.09342656086956522,-0.1703895866430536,-0.1703895866430536
2286,2017,12,NYJ,CAR,27,35,26,109.0,-1.5902538,0.0,-0.10288655072884326,-0.06116360769230769,-0.019196710959479626,-0.019196710959479626
2287,2017,12,PHI,CHI,31,3,30,179.0,0.25530148,0.0,0.24641101938550097,0.008510049333333334,0.30731278453590943,0.30731278453590943
2289,2017,12,PIT,GB,31,28,24,121.0,-4.5420094,0.0,-0.6615482553250928,-0.18925039166666668,-0.6194458294994155,-0.6194458294994155
2290,2017,12,SEA,SF,24,13,29,91.0,-5.715927,1.0,-0.883728847604324,-0.19710093103448276,-0.6562355683731622,-0.6562355683731622
2291,2017,12,SF,SEA,13,24,24,84.0,-5.3362756,0.0,-0.8118744236552841,-0.22234481666666664,-0.7745352057680291,-0.7745352057680291
2293,2017,12,TB,ATL,20,34,23,94.0,1.6970924,2.0,0.5192904451206786,0.07378662608695652,0.6132163792854698,0.6132163792854698
2294,2017,12,TEN,IND,20,16,26,94.0,0.06580615,1.0,0.2105463346294769,0.002531005769230769,0.27929337833563445,0.27929337833563445
2295,2017,12,WAS,NYG,20,10,29,125.0,-2.8094962,0.0,-0.33364550567078427,-0.09687917931034483,-0.18656948523546077,-0.18656948523546077
2296,2017,13,ARI,LA,16,32,23,118.0,0.8864858,1.0,0.3658716238222723,0.03854286086956522,0.4480546166948617,0.4480546166948617
2297,2017,13,ATL,MIN,9,14,22,102.0,-4.2475357,0.0,-0.6058149218469536,-0.19306980454545455,-0.6373446254773943,-0.6373446254773943
2298,2017,13,BAL,DET,44,20,26,102.0,1.3867664,2.0,0.4605568385373504,0.05333716923076923,0.5173847245926321,0.5173847245926321
2299,2017,13,BUF,NE,3,23,26,183.0,8.839457,0.0,1.871084469762796,0.33997911538461534,1.8606659763872042,1.8606659763872042
2302,2017,13,CAR,NO,21,31,23,112.0,0.28162313,1.0,0.2513927657932272,0.012244483913043478,0.3248133493495658,0.3248133493495658
2304,2017,13,CHI,SF,14,15,19,62.0,-5.7743716,0.0,-0.8947903189065031,-0.3039142947368421,-1.1567917180494751,-1.1567917180494751
2305,2017,13,CIN,PIT,20,23,22,130.0,3.8911185,0.0,0.9345410712072899,0.17686902272727273,1.0962882138685,1.0962882138685
2306,2017,13,CLE,LAC,10,19,22,89.0,-3.4137921,0.0,-0.4480170944210605,-0.1551723681818182,-0.4597470461927914,-0.4597470461927914
2307,2017,13,DAL,WAS,38,14,42,182.0,3.5980382,2.0,0.8790714584854304,0.08566757619047619,0.6688937068424039,0.6688937068424039
2308,2017,13,DEN,MIA,9,35,23,103.0,-2.5900605,0.0,-0.29211418030927017,-0.11261132608695652,-0.2602945561787085,-0.2602945561787085
2309,2017,13,DET,BAL,20,44,24,78.0,-6.6433816,2.0,-1.0592628138214568,-0.27680756666666667,-1.0297622999802252,-1.0297622999802252
2311,2017,13,GB,TB,26,20,28,200.0,12.134467,2.0,2.494711948698277,0.43337382142857145,2.2983386873392058,2.2983386873392058
2312,2017,13,HOU,TEN,13,24,21,54.0,-5.147719,0.0,-0.7761874068951998,-0.2451294761904762,-0.8813102482121978,-0.8813102482121978
2313,2017,13,IND,JAX,10,30,26,141.0,1.1922438,0.0,0.42374067147443556,0.04585553076923077,0.4823237545813002,0.4823237545813002
2314,2017,13,JAX,IND,30,10,27,96.0,-3.461527,1.0,-0.4570516027667823,-0.1282047037037037,-0.33336931751697874,-0.33336931751697874
2316,2017,13,KC,NYJ,31,38,11,112.0,4.485416,0.0,1.0470203206367783,0.4077650909090909,2.1783292886777317,2.1783292886777317
2317,2017,13,LA,ARI,32,16,24,90.0,-5.351638,0.0,-0.8147819762218618,-0.22298491666666667,-0.7775348865224023,-0.7775348865224023
2318,2017,13,LAC,CLE,19,10,23,96.0,-3.948776,0.0,-0.5492704019460972,-0.17168591304347827,-0.5371339587189535,-0.5371339587189535
2319,2017,13,LV,NYG,24,17,28,120.0,-8.667868,2.0,-1.4424256417859145,-0.3095667142857143,-1.183280476269118,-1.183280476269118
2320,2017,13,MIA,DEN,35,9,30,145.0,-3.5138009,1.0,-0.46694518138145286,-0.11712669666666667,-0.28145479712046517,-0.28145479712046517
2322,2017,13,MIN,ATL,14,9,28,108.0,-1.4451269,0.0,-0.07541922201884796,-0.051611675,0.025566214621181794,0.025566214621181794
2323,2017,13,NE,BUF,23,3,33,193.0,4.8772807,2.0,1.1211862852149765,0.14779638484848484,0.9600460137062523,0.9600460137062523
2324,2017,13,NO,CAR,31,21,25,152.0,5.4792333,3.0,1.2351143711317591,0.219169332,1.294518839754181,1.294518839754181
2325,2017,13,NYG,LV,17,24,24,65.0,-2.8695457,1.0,-0.3450107271105785,-0.11956440416666668,-0.2928785500849093,-0.2928785500849093
2326,2017,13,NYJ,KC,38,31,48,161.0,0.055683732,3.0,0.2086305231393536,0.00116007775,0.2728688409275463,0.2728688409275463
2327,2017,13,PHI,SEA,10,24,26,98.0,-4.6900425,0.0,-0.6895656236948408,-0.18038625,-0.5779060776457433,-0.5779060776457433
2328,2017,13,PIT,CIN,23,20,22,92.0,3.6979003,0.0,0.8979717803855772,0.16808637727272727,1.0551303751831675,1.0551303751831675
2329,2017,13,SEA,PHI,24,10,24,102.0,-3.120973,0.0,-0.39259691751199,-0.13004054166666668,-0.34197254795854615,-0.34197254795854615
2330,2017,13,SF,CHI,15,14,33,111.0,-1.7232342,0.0,-0.12805498165919912,-0.05221921818181818,0.022719103872938528,0.022719103872938528
2331,2017,13,TB,GB,20,26,35,165.0,0.32401457,0.0,0.25941594838012216,0.009257559142857143,0.3108158165454917,0.3108158165454917
2332,2017,13,TEN,HOU,24,13,25,198.0,10.087711,2.0,2.1073342823858625,0.40350844,2.1583814776949413,2.1583814776949413
2333,2017,13,WAS,DAL,14,38,19,56.0,-2.9630814,0.0,-0.3627136878850421,-0.15595165263157895,-0.46339898271228747,-0.46339898271228747
2334,2017,14,ARI,TEN,12,7,27,138.0,-3.4945657,0.0,-0.4633046463655289,-0.12942835925925925,-0.3391036965514757,-0.3391036965514757
2335,2017,14,ATL,NO,20,17,35,134.0,0.69796026,1.0,0.33019048560868564,0.019941721714285713,0.36088467585201617,0.36088467585201617
2336,2017,14,BAL,PIT,38,39,26,152.0,10.776979,3.0,2.2377880488845685,0.41449919230769233,2.2098870989626573,2.2098870989626573
2337,2017,14,BUF,IND,13,7,50,228.0,-5.5033045,1.0,-0.8434870171880402,-0.11006608999999999,-0.24836689533606035,-0.24836689533606035
2339,2017,14,CAR,MIN,31,24,33,221.0,7.829953,3.0,1.6800214883165232,0.23727130303030303,1.3793495445125266,1.3793495445125266
2340,2017,14,CHI,CIN,33,7,38,232.0,5.807892,3.0,1.2973177017775575,0.15283926315789473,0.9836782977421556,0.9836782977421556
2341,2017,14,CIN,CHI,7,33,13,70.0,0.9904843,0.0,0.38555481821866916,0.0761911,0.6244843907232894,0.6244843907232894
2343,2017,14,CLE,GB,21,27,26,137.0,1.4504284,0.0,0.472605776951495,0.055785707692307694,0.5288592343558236,0.5288592343558236
2344,2017,14,DAL,NYG,30,10,28,125.0,3.1458688,1.0,0.7934919722399353,0.11235245714285715,0.7939462358622305,0.7939462358622305
2345,2017,14,DEN,NYJ,23,0,34,85.0,-6.674168,1.0,-1.0650895776302158,-0.1962990588235294,-0.6524777795297576,-0.6524777795297576
2346,2017,14,DET,TB,24,21,18,53.0,-4.771052,2.0,-0.7048978230674752,-0.26505844444444443,-0.974702753330052,-0.974702753330052
2347,2017,14,GB,CLE,27,21,26,86.0,1.2315849,1.0,0.43118653385772093,0.047368650000000005,0.48941463824886794,0.48941463824886794
2348,2017,14,HOU,SF,16,26,23,90.0,-3.4255915,0.0,-0.4502502985918979,-0.1489387608695652,-0.4305346858039709,-0.4305346858039709
2350,2017,14,IND,BUF,7,13,45,164.0,-4.992703,0.0,-0.7468484254430455,-0.11094895555555555,-0.2525042407753648,-0.2525042407753648
2351,2017,14,JAX,SEA,30,24,34,161.0,0.16615522,1.0,0.22953882252408725,0.004886918235294117,0.2903338177723437,0.2903338177723437
2352,2017,14,KC,LV,26,15,32,166.0,4.6133122,2.0,1.0712264944485204,0.14416600625,0.943033083206389,0.943033083206389
2353,2017,14,LA,PHI,35,43,16,110.0,5.8767014,2.0,1.3103408588086631,0.3672938375,1.9886701104921334,1.9886701104921334
2354,2017,14,LAC,WAS,30,13,35,174.0,0.43162274,1.0,0.27978232413314286,0.012332078285714285,0.32522384013833633,0.32522384013833633
2356,2017,14,LV,KC,15,26,11,70.0,2.3819153,1.0,0.6489029132601637,0.21653775454545457,1.282186560041571,1.282186560041571
2357,2017,14,MIA,NE,27,20,27,122.0,-1.4129977,0.0,-0.06933831422305559,-0.05233324814814815,0.022184728782449845,0.022184728782449845
2358,2017,14,MIN,CAR,24,31,21,100.0,0.5118884,0.0,0.2949737412125728,0.024375638095238097,0.3816632005113536,0.3816632005113536
2359,2017,14,NE,MIA,20,27,10,25.0,-2.134295,1.0,-0.20585408102254,-0.2134295,-0.7327556341008826,-0.7327556341008826
2360,2017,14,NO,ATL,17,20,15,50.0,-0.06714153,0.0,0.18538409642421466,-0.004476102,0.24645618677309908,0.24645618677309908
2361,2017,14,NYG,DAL,10,30,29,102.0,0.044776678,0.0,0.2065662081331372,0.001544023379310345,0.27466811340835845,0.27466811340835845
2362,2017,14,NYJ,DEN,0,23,22,60.0,-2.771788,0.0,-0.3265086928231162,-0.12599036363636362,-0.32299232441646786,-0.32299232441646786
2364,2017,14,PHI,LA,43,35,33,139.0,-2.0526657,0.0,-0.19040457568984964,-0.062201990909090905,-0.02406285398564507,-0.02406285398564507
2366,2017,14,PIT,BAL,39,38,17,59.0,1.8528035,2.0,0.5487609841282296,0.1089884411764706,0.7781815522943925,0.7781815522943925
2367,2017,14,SEA,JAX,24,30,24,141.0,2.797195,0.0,0.7275004994174388,0.11654979166666667,0.813616074310499,0.813616074310499
2368,2017,14,SF,HOU,26,16,28,106.0,-5.35357,1.0,-0.8151476346839919,-0.1911989285714286,-0.6285771974925413,-0.6285771974925413
2369,2017,14,TB,DET,21,24,27,134.0,0.07390916,1.0,0.21207994445102185,0.0027373762962962962,0.28026048612864846,0.28026048612864846
2370,2017,14,TEN,ARI,7,12,22,65.0,-7.422684,1.0,-1.2067568703009122,-0.3373947272727273,-1.313690029447659,-1.313690029447659
2371,2017,14,WAS,LAC,13,30,21,65.0,-5.718783,0.0,-0.8842693862005164,-0.272323,-1.0087464144596774,-1.0087464144596774
2372,2017,15,ARI,WAS,15,20,34,141.0,2.559767,0.0,0.68256387553202,0.07528726470588235,0.6202487754492889,0.6202487754492889
2373,2017,15,ATL,TB,24,21,35,201.0,10.36541,1.0,2.1598927654474935,0.29615457142857143,1.6552923768338264,1.6552923768338264
2374,2017,15,BAL,CLE,27,10,29,99.0,-2.7944686,1.0,-0.33080131876317226,-0.09636098620689655,-0.18414109298508957,-0.18414109298508957
2375,2017,15,BUF,MIA,24,16,29,117.0,2.573276,2.0,0.6851206458037156,0.08873365517241379,0.6832621775712051,0.6832621775712051
2376,2017,15,CAR,GB,31,24,35,155.0,-1.6573238,0.0,-0.11558050158550308,-0.04735210857142857,0.045527688512384645,0.045527688512384645
2377,2017,15,CHI,DET,10,20,15,43.0,-0.7156279,0.0,0.06264883308749598,-0.04770852666666667,0.04385741745974287,0.04385741745974287
2378,2017,15,CIN,MIN,7,34,20,46.0,-9.452734,1.0,-1.5909726886483442,-0.47263669999999997,-1.9474702868659282,-1.9474702868659282
2380,2017,15,CLE,BAL,10,27,19,130.0,-1.1789248,1.0,-0.025036690703212894,-0.062048673684210534,-0.023344368235313058,-0.023344368235313058
2381,2017,15,DAL,LV,20,17,30,127.0,5.6576724,2.0,1.2688865072031263,0.18858908,1.1512115543483452,1.1512115543483452
2382,2017,15,DEN,IND,25,13,45,215.0,2.3581488,1.0,0.6444047653097417,0.05240330666666666,0.5130083934556724,0.5130083934556724
2384,2017,15,DET,CHI,20,10,19,92.0,-2.4358954,0.0,-0.2629362437771091,-0.1282050210526316,-0.33337080469940555,-0.33337080469940555
2385,2017,15,GB,CAR,24,31,19,120.0,6.428354,0.0,1.4147489547434866,0.33833442105263156,1.852958496408329,1.852958496408329
2386,2017,15,HOU,JAX,7,45,21,87.0,-0.18157077,0.0,0.16372673621659675,-0.008646227142857142,0.22691385880191428,0.22691385880191428
2387,2017,15,IND,DEN,13,25,21,71.0,-1.9063913,1.0,-0.1627200662938842,-0.09078053809523809,-0.15798961227688949,-0.15798961227688949
2388,2017,15,JAX,HOU,45,7,36,140.0,-2.9842904,3.0,-0.36672779260725613,-0.08289695555555555,-0.12104502421284247,-0.12104502421284247
2389,2017,15,KC,LAC,30,13,32,174.0,4.829518,1.0,1.1121465153240955,0.1509224375,0.9746955371805636,0.9746955371805636
2390,2017,15,LA,SEA,42,7,43,244.0,5.5862827,3.0,1.2553749917197257,0.12991355116279069,0.8762422454815539,0.8762422454815539
2392,2017,15,LAC,KC,13,30,22,98.0,4.0665984,1.0,0.9677531366155436,0.18484538181818183,1.1336675778037724,1.1336675778037724
2393,2017,15,LV,DAL,17,20,23,122.0,-1.5249026,0.0,-0.0905179072038135,-0.06630011304347827,-0.04326775649399012,-0.04326775649399012
2394,2017,15,MIA,BUF,16,24,21,100.0,4.835235,1.0,1.113228538837552,0.2302492857142857,1.346442482803839,1.346442482803839
2395,2017,15,MIN,CIN,34,7,31,127.0,0.14949268,1.0,0.2263851999818608,0.004822344516129032,0.290031207957287,0.290031207957287
2397,2017,15,NE,PIT,27,24,17,79.0,5.0514736,2.0,1.1541547675793578,0.2971455058823529,1.6599361621952593,1.6599361621952593
2398,2017,15,NO,NYJ,31,19,27,132.0,2.7302055,2.0,0.7148217843300343,0.10111872222222222,0.7413019327202899,0.7413019327202899
2399,2017,15,NYG,PHI,29,34,23,75.0,-3.1558132,1.0,-0.39919092059289346,-0.1372092695652174,-0.3755671349146767,-0.3755671349146767
2400,2017,15,NYJ,NO,19,31,28,124.0,2.8038156,1.0,0.7287535420749846,0.10013627142857143,0.7366979040719026,0.7366979040719026
2401,2017,15,PHI,NYG,34,29,26,109.0,-1.3266901,0.0,-0.05300337411635729,-0.05102654230769231,0.028308303788296036,0.028308303788296036
2402,2017,15,PIT,NE,24,27,31,143.0,0.7447238,1.0,0.3390411502671536,0.024023348387096775,0.3800122761909737,0.3800122761909737
2403,2017,15,SEA,LA,7,42,17,78.0,-2.23644,0.0,-0.22518647419763346,-0.13155529411764705,-0.3490710853352765,-0.3490710853352765
2404,2017,15,SF,TEN,25,23,22,51.0,-6.5681453,0.0,-1.0450232746111257,-0.2985520590909091,-1.1316628396437292,-1.1316628396437292
