,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win
139,2014,4,PIT,TB,24,27,19,63.0,1.7649052,1.0,3.3157894736842106,0.09288974736842105,0.05263157894736842,1
141,2014,4,SF,PHI,26,21,12,22.0,-3.4959946,0.0,1.8333333333333333,-0.29133288333333335,0.0,1
142,2014,4,TB,PIT,27,24,27,85.0,-3.649466,0.0,3.1481481481481484,-0.1351654074074074,0.0,1
144,2014,4,TEN,IND,17,41,37,108.0,-6.1816354,1.0,2.918918918918919,-0.16707122702702704,0.02702702702702703,0
146,2014,4,WAS,NYG,14,45,38,154.0,1.455212,2.0,4.052631578947368,0.038295052631578945,0.05263157894736842,0
147,2014,5,ARI,DEN,20,41,26,94.0,-1.2680042,1.0,3.6153846153846154,-0.04876939230769231,0.038461538461538464,1
149,2014,5,ATL,NYG,20,30,32,127.0,0.68613994,1.0,3.96875,0.021441873125,0.03125,0
150,2014,5,BAL,IND,13,20,29,128.0,-9.580059,1.0,4.413793103448276,-0.3303468620689655,0.034482758620689655,0
151,2014,5,BUF,DET,17,14,19,70.0,-1.8757482,0.0,3.6842105263157894,-0.09872358947368422,0.0,1
152,2014,5,CAR,CHI,31,24,21,86.0,-6.4993534,1.0,4.095238095238095,-0.30949301904761906,0.047619047619047616,1
153,2014,5,CHI,CAR,24,31,24,93.0,-0.5428353,1.0,3.875,-0.0226181375,0.041666666666666664,1
154,2014,5,CIN,NE,17,43,43,224.0,4.9884706,1.0,5.209302325581396,0.11601094418604652,0.023255813953488372,0
156,2014,5,CLE,TEN,29,28,29,150.0,-0.50554204,1.0,5.172413793103448,-0.017432484137931036,0.034482758620689655,0
157,2014,5,DAL,HOU,20,17,30,177.0,5.5933228,2.0,5.9,0.18644409333333334,0.06666666666666667,0
158,2014,5,DEN,ARI,41,20,19,37.0,-7.2153125,1.0,1.9473684210526316,-0.3797532894736842,0.05263157894736842,1
159,2014,5,DET,BUF,14,17,23,51.0,-9.611584,0.0,2.217391304347826,-0.41789495652173914,0.0,1
160,2014,5,GB,MIN,42,10,25,111.0,-1.3242906,1.0,4.44,-0.052971624,0.04,0
162,2014,5,HOU,DAL,17,20,33,140.0,-4.291301,0.0,4.242424242424242,-0.13003942424242423,0.0,0
163,2014,5,IND,BAL,20,13,15,90.0,0.5681602,1.0,6.0,0.037877346666666666,0.06666666666666667,1
164,2014,5,JAX,PIT,9,17,25,113.0,-0.7065279,0.0,4.52,-0.028261116,0.0,0
165,2014,5,KC,SF,17,22,37,174.0,1.5860766,0.0,4.702702702702703,0.042866935135135134,0.0,0
166,2014,5,LA,PHI,28,34,32,146.0,-6.7247624,0.0,4.5625,-0.210148825,0.0,0
167,2014,5,LAC,NYJ,31,0,21,91.0,-5.7056723,0.0,4.333333333333333,-0.2716986809523809,0.0,1
168,2014,5,MIN,GB,10,42,27,157.0,2.080804,2.0,5.814814814814815,0.07706681481481482,0.07407407407407407,0
169,2014,5,NE,CIN,43,17,18,79.0,-2.3088884,0.0,4.388888888888889,-0.12827157777777776,0.0,1
170,2014,5,NO,TB,37,31,21,66.0,-5.1573787,1.0,3.142857142857143,-0.24558946190476189,0.047619047619047616,1
171,2014,5,NYG,ATL,30,20,21,90.0,-2.9716089,1.0,4.285714285714286,-0.14150518571428572,0.047619047619047616,1
172,2014,5,NYJ,LAC,0,31,40,162.0,-3.5542426,1.0,4.05,-0.088856065,0.025,0
174,2014,5,PHI,LA,34,28,23,125.0,-3.0246964,1.0,5.434782608695652,-0.13150853913043478,0.043478260869565216,0
175,2014,5,PIT,JAX,17,9,15,56.0,0.01456964,0.0,3.7333333333333334,0.0009713093333333333,0.0,1
176,2014,5,SEA,WAS,27,17,17,32.0,-8.866489,0.0,1.8823529411764706,-0.5215581764705882,0.0,1
177,2014,5,SF,KC,22,17,20,107.0,3.0536633,1.0,5.35,0.152683165,0.05,0
179,2014,5,TB,NO,31,37,28,141.0,3.899983,2.0,5.035714285714286,0.13928510714285716,0.07142857142857142,0
180,2014,5,TEN,CLE,28,29,36,176.0,5.8347464,0.0,4.888888888888889,0.1620762888888889,0.0,0
182,2014,5,WAS,SEA,17,27,36,225.0,10.996659,1.0,6.25,0.30546275,0.027777777777777776,0
183,2014,6,ARI,WAS,30,20,17,72.0,-2.4305835,0.0,4.235294117647059,-0.1429755,0.0,1
184,2014,6,ATL,CHI,13,27,26,106.0,-0.031705856,2.0,4.076923076923077,-0.0012194559999999998,0.07692307692307693,0
185,2014,6,BAL,TB,48,17,18,87.0,1.1153613,0.0,4.833333333333333,0.061964516666666664,0.0,1
186,2014,6,BUF,NE,22,37,25,52.0,-6.748587,0.0,2.08,-0.26994348,0.0,1
188,2014,6,CHI,ATL,27,13,12,43.0,-1.6151327,0.0,3.5833333333333335,-0.13459439166666667,0.0,1
190,2014,6,CLE,PIT,31,10,32,138.0,-2.444277,0.0,4.3125,-0.07638365625,0.0,0
191,2014,6,DAL,SEA,30,23,18,80.0,-0.27215192,1.0,4.444444444444445,-0.01511955111111111,0.05555555555555555,1
192,2014,6,DEN,NYJ,31,17,15,31.0,-4.927824,0.0,2.066666666666667,-0.3285216,0.0,1
193,2014,6,DET,MIN,17,3,17,70.0,-0.62226623,0.0,4.117647058823529,-0.036603895882352945,0.0,1
194,2014,6,GB,MIA,27,24,23,112.0,-4.215233,1.0,4.869565217391305,-0.183271,0.043478260869565216,0
195,2014,6,HOU,IND,28,33,33,95.0,-15.203231,1.0,2.878787878787879,-0.4607039696969697,0.030303030303030304,1
196,2014,6,IND,HOU,33,28,24,136.0,1.9337804,2.0,5.666666666666667,0.08057418333333334,0.08333333333333333,0
197,2014,6,JAX,TEN,14,16,23,71.0,-5.165912,1.0,3.0869565217391304,-0.22460486956521739,0.043478260869565216,1
198,2014,6,LA,SF,17,31,30,89.0,-12.510765,0.0,2.966666666666667,-0.4170255,0.0,1
199,2014,6,LAC,LV,31,28,20,114.0,2.799939,0.0,5.7,0.13999695,0.0,0
201,2014,6,LV,LAC,28,31,30,119.0,2.3286815,1.0,3.966666666666667,0.07762271666666667,0.03333333333333333,0
202,2014,6,MIA,GB,24,27,33,122.0,-1.5296261,0.0,3.696969696969697,-0.04635230606060606,0.0,0
203,2014,6,MIN,DET,3,17,28,100.0,-3.0055847,1.0,3.5714285714285716,-0.10734231071428571,0.03571428571428571,1
204,2014,6,NE,BUF,37,22,23,68.0,-5.0967603,1.0,2.9565217391304346,-0.22159827391304346,0.043478260869565216,1
205,2014,6,NYG,PHI,0,27,36,203.0,0.12716892,1.0,5.638888888888889,0.00353247,0.027777777777777776,0
207,2014,6,NYJ,DEN,17,31,33,138.0,-1.1209323,0.0,4.181818181818182,-0.033967645454545455,0.0,0
208,2014,6,PHI,NYG,27,0,24,86.0,-4.492399,0.0,3.5833333333333335,-0.18718329166666667,0.0,1
209,2014,6,PIT,CLE,10,31,38,158.0,-5.7514186,3.0,4.157894736842105,-0.15135312105263157,0.07894736842105263,0
210,2014,6,SEA,DAL,23,30,35,163.0,-1.9864254,1.0,4.6571428571428575,-0.05675501142857142,0.02857142857142857,0
211,2014,6,SF,LA,31,17,23,94.0,-1.4999211,1.0,4.086956521739131,-0.06521396086956521,0.043478260869565216,1
212,2014,6,TB,BAL,17,48,32,172.0,-2.000881,1.0,5.375,-0.06252753125,0.03125,0
213,2014,6,TEN,JAX,16,14,23,82.0,0.9644637,1.0,3.5652173913043477,0.04193320434782609,0.043478260869565216,1
214,2014,6,WAS,ARI,20,30,23,74.0,-5.796591,0.0,3.217391304347826,-0.2520256956521739,0.0,1
215,2014,7,ARI,LV,24,13,18,57.0,-2.8539999,1.0,3.1666666666666665,-0.15855555,0.05555555555555555,1
216,2014,7,ATL,BAL,7,29,36,123.0,-5.8103013,1.0,3.4166666666666665,-0.16139725833333332,0.027777777777777776,0
217,2014,7,BAL,ATL,29,7,16,68.0,-2.7647705,0.0,4.25,-0.17279815625,0.0,1
218,2014,7,BUF,MIN,17,16,29,158.0,-2.7641373,0.0,5.448275862068965,-0.09531507931034482,0.0,0
219,2014,7,CAR,GB,17,38,27,125.0,5.3484435,2.0,4.62962962962963,0.1980905,0.07407407407407407,0
221,2014,7,CHI,MIA,14,27,31,139.0,1.4614841,1.0,4.483870967741935,0.047144648387096776,0.03225806451612903,0
222,2014,7,CIN,IND,0,27,34,171.0,-5.213401,1.0,5.029411764705882,-0.15333532352941176,0.029411764705882353,0
223,2014,7,CLE,JAX,6,24,34,186.0,4.8047113,2.0,5.470588235294118,0.14131503823529412,0.058823529411764705,0
224,2014,7,DAL,NYG,31,21,26,104.0,-3.8289354,0.0,4.0,-0.14726674615384616,0.0,1
225,2014,7,DEN,SF,42,17,18,62.0,-4.1492844,0.0,3.4444444444444446,-0.2305158,0.0,1
227,2014,7,DET,NO,24,23,21,73.0,-6.7857428,0.0,3.4761904761904763,-0.32313060952380956,0.0,1
228,2014,7,GB,CAR,38,17,25,108.0,-6.567551,0.0,4.32,-0.26270203999999997,0.0,0
230,2014,7,HOU,PIT,23,30,22,78.0,-5.206361,0.0,3.5454545454545454,-0.23665277272727273,0.0,1
231,2014,7,IND,CIN,27,0,12,32.0,-3.695475,0.0,2.6666666666666665,-0.30795625,0.0,1
232,2014,7,JAX,CLE,24,6,29,70.0,-11.080872,0.0,2.413793103448276,-0.3820990344827586,0.0,1
233,2014,7,KC,LAC,23,20,16,69.0,-1.5230894,0.0,4.3125,-0.0951930875,0.0,1
234,2014,7,LA,SEA,28,26,29,171.0,3.836246,1.0,5.896551724137931,0.13228434482758622,0.034482758620689655,0
236,2014,7,LAC,KC,20,23,39,154.0,2.2395797,1.0,3.948717948717949,0.05742512051282052,0.02564102564102564,0
237,2014,7,LV,ARI,13,24,37,123.0,-3.9517682,1.0,3.324324324324324,-0.10680454594594595,0.02702702702702703,0
238,2014,7,MIA,CHI,27,14,14,52.0,0.9920223,1.0,3.7142857142857144,0.07085873571428572,0.07142857142857142,1
239,2014,7,MIN,BUF,16,17,18,119.0,-0.6659482,0.0,6.611111111111111,-0.03699712222222222,0.0,0
240,2014,7,NE,NYJ,27,25,43,218.0,7.6735635,1.0,5.069767441860465,0.17845496511627906,0.023255813953488372,0
241,2014,7,NO,DET,23,24,23,60.0,-2.771917,1.0,2.608695652173913,-0.12051813043478261,0.043478260869565216,1
242,2014,7,NYG,DAL,21,31,34,157.0,-1.1013947,1.0,4.617647058823529,-0.03239396176470588,0.029411764705882353,0
243,2014,7,NYJ,NE,25,27,15,63.0,-1.6274266,0.0,4.2,-0.10849510666666666,0.0,1
244,2014,7,PIT,HOU,30,23,29,133.0,-3.5413494,0.0,4.586206896551724,-0.12211549655172414,0.0,0
246,2014,7,SEA,LA,26,28,25,104.0,-3.355048,1.0,4.16,-0.13420192,0.04,1
247,2014,7,SF,DEN,17,42,24,118.0,1.3869362,2.0,4.916666666666667,0.057789008333333336,0.08333333333333333,0
249,2014,7,TEN,WAS,17,19,25,101.0,-4.135307,0.0,4.04,-0.16541228,0.0,1
250,2014,7,WAS,TEN,19,17,22,76.0,-1.9180555,0.0,3.4545454545454546,-0.0871843409090909,0.0,1
252,2014,8,ARI,PHI,24,20,25,110.0,-1.6637757,0.0,4.4,-0.066551028,0.0,0
253,2014,8,ATL,DET,21,22,23,60.0,-3.069117,0.0,2.608695652173913,-0.1334398695652174,0.0,1
254,2014,8,BAL,CIN,24,27,33,112.0,2.744051,3.0,3.393939393939394,0.0831530606060606,0.09090909090909091,0
255,2014,8,BUF,NYJ,43,23,33,175.0,3.6252646,3.0,5.303030303030303,0.10985650303030303,0.09090909090909091,0
256,2014,8,CAR,SEA,9,13,25,120.0,-2.2035003,0.0,4.8,-0.088140012,0.0,0
257,2014,8,CHI,NE,23,51,31,123.0,-4.918972,0.0,3.967741935483871,-0.15867651612903227,0.0,0
259,2014,8,CIN,BAL,27,24,26,110.0,6.691638,2.0,4.230769230769231,0.25737069230769233,0.07692307692307693,0
260,2014,8,CLE,LV,23,13,21,76.0,-10.201518,0.0,3.619047619047619,-0.48578657142857146,0.0,1
261,2014,8,DAL,WAS,17,20,30,124.0,1.9662309,2.0,4.133333333333334,0.06554103,0.06666666666666667,0
263,2014,8,DEN,LAC,35,21,15,61.0,-4.2152953,0.0,4.066666666666666,-0.28101968666666666,0.0,1
264,2014,8,DET,ATL,22,21,26,78.0,-2.7044482,1.0,3.0,-0.10401723846153846,0.038461538461538464,1
265,2014,8,GB,NO,23,44,31,193.0,2.4024315,2.0,6.225806451612903,0.07749779032258065,0.06451612903225806,0
267,2014,8,HOU,TEN,30,16,13,37.0,-2.9330812,0.0,2.8461538461538463,-0.22562163076923078,0.0,1
268,2014,8,IND,PIT,34,51,32,117.0,-8.666227,0.0,3.65625,-0.27081959375,0.0,0
269,2014,8,JAX,MIA,13,27,23,149.0,6.5978966,0.0,6.478260869565218,0.2868650695652174,0.0,0
270,2014,8,KC,LA,34,7,19,84.0,-2.4167974,0.0,4.421052631578948,-0.12719986315789475,0.0,1
271,2014,8,LA,KC,7,34,33,140.0,-1.5812297,3.0,4.242424242424242,-0.04791605151515151,0.09090909090909091,0
272,2014,8,LAC,DEN,21,35,30,139.0,1.5601162,2.0,4.633333333333334,0.05200387333333333,0.06666666666666667,0
273,2014,8,LV,CLE,13,23,24,40.0,-7.6068025,1.0,1.6666666666666667,-0.31695010416666664,0.041666666666666664,1
276,2014,8,MIA,JAX,27,13,30,176.0,1.174043,0.0,5.866666666666666,0.03913476666666667,0.0,0
277,2014,8,MIN,TB,19,13,23,66.0,-1.00045,0.0,2.869565217391304,-0.04349782608695652,0.0,1
278,2014,8,NE,CHI,51,23,26,153.0,7.089317,0.0,5.884615384615385,0.2726660384615385,0.0,0
280,2014,8,NO,GB,44,23,19,89.0,-0.9784202,1.0,4.684210526315789,-0.0514958,0.05263157894736842,1
281,2014,8,NYJ,BUF,23,43,31,68.0,-5.3769627,1.0,2.193548387096774,-0.17345040967741934,0.03225806451612903,1
283,2014,8,PHI,ARI,20,24,23,71.0,-5.6712418,1.0,3.0869565217391304,-0.2465757304347826,0.043478260869565216,1
284,2014,8,PIT,IND,51,34,9,64.0,4.3138733,1.0,7.111111111111111,0.47931925555555555,0.1111111111111111,1
285,2014,8,SEA,CAR,13,9,30,115.0,-5.9982243,0.0,3.8333333333333335,-0.19994081000000002,0.0,0
