,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win
4539,2021,2,MIN,ARI,33,34,21,103.0,2.411077,1.0,4.904761904761905,0.11481319047619049,0.047619047619047616,1
4540,2021,2,NE,NYJ,25,6,30,153.0,2.2292018,0.0,5.1,0.07430672666666666,0.0,0
4541,2021,2,NO,CAR,7,26,33,89.0,-6.145765,1.0,2.696969696969697,-0.18623530303030303,0.030303030303030304,1
4542,2021,2,NYG,WAS,29,30,22,87.0,5.9568267,1.0,3.9545454545454546,0.27076485,0.045454545454545456,1
4543,2021,2,NYJ,NE,6,25,24,101.0,1.2914839,2.0,4.208333333333333,0.053811829166666665,0.08333333333333333,1
4544,2021,2,PHI,SF,11,17,35,120.0,-0.17651215,1.0,3.4285714285714284,-0.0050432042857142855,0.02857142857142857,0
4546,2021,2,PIT,LV,17,26,25,52.0,-6.69676,0.0,2.08,-0.2678704,0.0,1
4547,2021,2,SEA,TEN,30,33,39,213.0,5.9255333,3.0,5.461538461538462,0.15193675128205128,0.07692307692307693,0
4548,2021,2,SF,PHI,17,11,29,154.0,1.3555565,1.0,5.310344827586207,0.0467433275862069,0.034482758620689655,0
4549,2021,2,TB,ATL,48,25,21,57.0,-9.90144,1.0,2.7142857142857144,-0.47149714285714284,0.047619047619047616,1
4550,2021,2,TEN,SEA,33,30,18,77.0,-0.24108456,2.0,4.277777777777778,-0.013393586666666667,0.1111111111111111,1
4551,2021,2,WAS,NYG,30,29,27,164.0,2.228114,1.0,6.074074074074074,0.08252274074074074,0.037037037037037035,0
4552,2021,3,ARI,JAX,31,19,29,159.0,2.75804,1.0,5.482758620689655,0.09510482758620689,0.034482758620689655,0
4553,2021,3,ATL,NYG,17,14,27,103.0,-2.049466,1.0,3.814814814814815,-0.07590614814814814,0.037037037037037035,1
4554,2021,3,BAL,DET,19,17,27,93.0,-4.7320466,2.0,3.4444444444444446,-0.1752609851851852,0.07407407407407407,1
4555,2021,3,BUF,WAS,43,21,25,78.0,-9.040632,1.0,3.12,-0.36162528,0.04,1
4557,2021,3,CAR,HOU,24,9,17,42.0,-6.746256,0.0,2.4705882352941178,-0.3968385882352941,0.0,1
4558,2021,3,CHI,CLE,6,26,40,217.0,5.1922703,1.0,5.425,0.12980675749999998,0.025,0
4559,2021,3,CIN,PIT,24,10,15,45.0,-3.9178224,0.0,3.0,-0.26118816,0.0,1
4560,2021,3,CLE,CHI,26,6,13,46.0,-3.6286745,0.0,3.5384615384615383,-0.2791288076923077,0.0,1
4561,2021,3,DAL,PHI,41,21,12,64.0,-4.592849,0.0,5.333333333333333,-0.38273741666666666,0.0,1
4562,2021,3,DEN,NYJ,26,0,13,43.0,-2.9866638,0.0,3.3076923076923075,-0.22974336923076924,0.0,1
4563,2021,3,DET,BAL,17,19,22,116.0,-4.031432,0.0,5.2727272727272725,-0.18324690909090907,0.0,0
4565,2021,3,GB,SF,30,28,21,67.0,2.1035573,2.0,3.1904761904761907,0.10016939523809523,0.09523809523809523,1
4566,2021,3,HOU,CAR,9,24,30,120.0,0.9803728,3.0,4.0,0.03267909333333333,0.1,0
4567,2021,3,IND,TEN,16,25,36,184.0,3.6049938,0.0,5.111111111111111,0.10013871666666667,0.0,0
4568,2021,3,JAX,ARI,19,31,30,91.0,1.965718,3.0,3.033333333333333,0.06552393333333334,0.1,1
4569,2021,3,KC,LAC,24,30,21,78.0,-1.9572821,0.0,3.7142857142857144,-0.09320390952380952,0.0,1
4570,2021,3,LA,TB,34,24,13,35.0,-0.15947047,2.0,2.6923076923076925,-0.012266959230769231,0.15384615384615385,1
4571,2021,3,LAC,KC,30,24,30,186.0,1.3146724,0.0,6.2,0.04382241333333334,0.0,0
4572,2021,3,LV,MIA,31,28,27,133.0,-2.8502588,2.0,4.925925925925926,-0.10556514074074075,0.07407407407407407,0
4573,2021,3,MIA,LV,28,31,33,142.0,-5.42094,1.0,4.303030303030303,-0.16427090909090908,0.030303030303030304,0
4574,2021,3,MIN,SEA,30,17,18,106.0,4.294268,1.0,5.888888888888889,0.23857044444444442,0.05555555555555555,0
4575,2021,3,NE,NO,13,28,36,144.0,-1.325396,1.0,4.0,-0.036816555555555554,0.027777777777777776,0
4576,2021,3,NO,NE,28,13,17,49.0,-1.8068669,0.0,2.8823529411764706,-0.10628628823529411,0.0,1
4577,2021,3,NYG,ATL,14,17,20,69.0,-3.2024276,0.0,3.45,-0.16012138,0.0,1
4578,2021,3,NYJ,DEN,0,26,36,121.0,-12.811219,2.0,3.361111111111111,-0.3558671944444444,0.05555555555555555,0
4579,2021,3,PHI,DAL,21,41,38,163.0,-4.8852654,2.0,4.2894736842105265,-0.12855961578947367,0.05263157894736842,0
4580,2021,3,PIT,CIN,10,24,21,100.0,-2.7805243,0.0,4.761904761904762,-0.13240591904761906,0.0,1
4581,2021,3,SEA,MIN,17,30,34,140.0,-2.343624,0.0,4.117647058823529,-0.06893011764705882,0.0,0
4582,2021,3,SF,GB,28,30,25,100.0,-0.3150336,1.0,4.0,-0.012601344,0.04,1
4583,2021,3,TB,LA,24,34,22,78.0,-3.8930418,0.0,3.5454545454545454,-0.17695644545454547,0.0,1
4584,2021,3,TEN,IND,25,16,18,87.0,5.9777617,1.0,4.833333333333333,0.33209787222222226,0.05555555555555555,1
4585,2021,3,WAS,BUF,21,43,30,125.0,0.5623754,1.0,4.166666666666667,0.018745846666666666,0.03333333333333333,0
4586,2021,4,ARI,LA,37,20,22,122.0,-1.7917652,0.0,5.545454545454546,-0.08144387272727273,0.0,0
4587,2021,4,ATL,WAS,30,34,28,123.0,-2.738945,1.0,4.392857142857143,-0.0978194642857143,0.03571428571428571,0
4588,2021,4,BAL,DEN,23,7,17,106.0,3.4161124,0.0,6.235294117647059,0.2009477882352941,0.0,0
4589,2021,4,BUF,HOU,40,0,18,48.0,-6.5973744,0.0,2.6666666666666665,-0.3665208,0.0,1
4591,2021,4,CAR,DAL,28,36,32,246.0,7.8821173,1.0,7.6875,0.246316165625,0.03125,0
4592,2021,4,CHI,DET,24,14,25,90.0,-8.159834,0.0,3.6,-0.32639336,0.0,1
4593,2021,4,CIN,JAX,24,21,30,139.0,3.67675,3.0,4.633333333333334,0.12255833333333334,0.1,0
4594,2021,4,CLE,MIN,14,7,22,66.0,-6.411836,0.0,3.0,-0.29144709090909093,0.0,1
4595,2021,4,DAL,CAR,36,28,24,113.0,7.0273776,2.0,4.708333333333333,0.2928074,0.08333333333333333,0
4596,2021,4,DEN,BAL,7,23,30,102.0,-3.287799,1.0,3.4,-0.1095933,0.03333333333333333,1
4598,2021,4,DET,CHI,14,24,37,190.0,7.413016,3.0,5.135135135135135,0.20035178378378377,0.08108108108108109,0
4599,2021,4,GB,PIT,27,17,16,62.0,2.2627459,1.0,3.875,0.14142161875,0.0625,1
4600,2021,4,HOU,BUF,0,40,38,201.0,5.699347,2.0,5.2894736842105265,0.1499828157894737,0.05263157894736842,0
4601,2021,4,IND,MIA,27,17,16,35.0,-4.2096953,0.0,2.1875,-0.26310595625,0.0,1
4602,2021,4,JAX,CIN,21,24,22,78.0,0.4053569,1.0,3.5454545454545454,0.018425313636363638,0.045454545454545456,1
4603,2021,4,KC,PHI,42,30,19,103.0,4.0575714,1.0,5.421052631578948,0.2135563894736842,0.05263157894736842,1
4604,2021,4,LA,ARI,20,37,38,218.0,8.409242,2.0,5.7368421052631575,0.22129584210526318,0.05263157894736842,0
4605,2021,4,LAC,LV,28,14,18,48.0,-5.4765353,0.0,2.6666666666666665,-0.30425196111111114,0.0,1
4607,2021,4,LV,LAC,14,28,32,170.0,1.1399412,1.0,5.3125,0.0356231625,0.03125,0
4608,2021,4,MIA,IND,17,27,30,143.0,1.979905,1.0,4.766666666666667,0.06599683333333334,0.03333333333333333,0
4609,2021,4,MIN,CLE,7,14,38,184.0,0.8230201,1.0,4.842105263157895,0.021658423684210528,0.02631578947368421,0
4610,2021,4,NE,TB,17,19,27,123.0,4.8943233,1.0,4.555555555555555,0.18127123333333334,0.037037037037037035,0
4612,2021,4,NO,NYG,21,27,21,85.0,-1.9404223,1.0,4.0476190476190474,-0.09240106190476191,0.047619047619047616,1
4614,2021,4,NYG,NO,27,21,39,170.0,-0.45625606,2.0,4.358974358974359,-0.011698873333333333,0.05128205128205128,0
4615,2021,4,NYJ,TEN,27,24,37,177.0,1.7918894,1.0,4.783783783783784,0.04842944324324325,0.02702702702702703,0
4616,2021,4,PHI,KC,30,42,31,201.0,10.220598,1.0,6.483870967741935,0.3296967096774194,0.03225806451612903,0
4617,2021,4,PIT,GB,17,27,31,133.0,-0.8360243,1.0,4.290322580645161,-0.026968525806451614,0.03225806451612903,0
4618,2021,4,SEA,SF,28,21,30,145.0,-0.6809869,0.0,4.833333333333333,-0.022699563333333332,0.0,0
4619,2021,4,SF,SEA,21,28,26,107.0,0.97024816,2.0,4.115384615384615,0.037317236923076924,0.07692307692307693,0
4621,2021,4,TB,NE,19,17,7,0.0,-3.4253347,0.0,0.0,-0.4893335285714286,0.0,1
4622,2021,4,TEN,NYJ,24,27,24,67.0,-7.355572,1.0,2.7916666666666665,-0.30648216666666667,0.041666666666666664,1
4623,2021,4,WAS,ATL,34,30,28,99.0,-4.8944755,0.0,3.5357142857142856,-0.17480269642857144,0.0,1
4624,2021,5,ARI,SF,17,10,28,152.0,-3.44992,1.0,5.428571428571429,-0.12321142857142857,0.03571428571428571,0
4625,2021,5,ATL,NYJ,27,20,18,64.0,3.1393387,2.0,3.5555555555555554,0.17440770555555557,0.1111111111111111,1
4627,2021,5,BAL,IND,31,25,26,123.0,3.410973,1.0,4.730769230769231,0.13119126923076924,0.038461538461538464,0
4628,2021,5,BUF,KC,38,20,23,120.0,-2.5842352,0.0,5.217391304347826,-0.11235805217391305,0.0,0
4629,2021,5,CAR,PHI,18,21,20,93.0,0.7959955,2.0,4.65,0.039799774999999996,0.1,1
4630,2021,5,CHI,LV,20,9,22,71.0,-1.5874093,1.0,3.227272727272727,-0.07215496818181819,0.045454545454545456,1
4632,2021,5,CIN,GB,22,25,22,133.0,-0.15857905,0.0,6.045454545454546,-0.0072081386363636365,0.0,0
4633,2021,5,CLE,LAC,42,47,23,113.0,8.418981,3.0,4.913043478260869,0.3660426521739131,0.13043478260869565,0
4634,2021,5,DAL,NYG,44,20,25,73.0,-5.5827236,1.0,2.92,-0.22330894399999998,0.04,1
4636,2021,5,DEN,PIT,19,27,34,148.0,-1.0950401,1.0,4.352941176470588,-0.032207061764705884,0.029411764705882353,0
4637,2021,5,DET,MIN,17,19,28,120.0,-9.007892,0.0,4.285714285714286,-0.32171042857142856,0.0,0
4638,2021,5,GB,CIN,25,22,24,103.0,-1.5945281,1.0,4.291666666666667,-0.06643867083333334,0.041666666666666664,1
4639,2021,5,HOU,NE,22,25,30,126.0,-8.015198,1.0,4.2,-0.2671732666666667,0.03333333333333333,0
4640,2021,5,IND,BAL,25,31,26,86.0,-11.258239,0.0,3.3076923076923075,-0.4330091923076923,0.0,1
4641,2021,5,JAX,TEN,19,37,36,184.0,9.3523445,3.0,5.111111111111111,0.2597873472222222,0.08333333333333333,0
4642,2021,5,KC,BUF,20,38,25,124.0,3.513358,1.0,4.96,0.14053432000000002,0.04,0
4643,2021,5,LA,SEA,26,17,25,92.0,-7.227232,0.0,3.68,-0.28908928,0.0,1
4644,2021,5,LAC,CLE,47,42,35,230.0,9.536287,3.0,6.571428571428571,0.27246534285714286,0.08571428571428572,0
4645,2021,5,LV,CHI,9,20,37,143.0,-6.125986,1.0,3.864864864864865,-0.1655671891891892,0.02702702702702703,0
4646,2021,5,MIA,TB,17,45,22,122.0,2.8203754,1.0,5.545454545454546,0.12819888181818181,0.045454545454545456,0
4647,2021,5,MIN,DET,19,17,24,108.0,1.0673246,1.0,4.5,0.044471858333333336,0.041666666666666664,0
4648,2021,5,NE,HOU,25,22,24,67.0,-7.058863,0.0,2.7916666666666665,-0.29411929166666667,0.0,1
4649,2021,5,NO,WAS,33,22,33,131.0,2.13733,2.0,3.9696969696969697,0.06476757575757576,0.06060606060606061,0
4650,2021,5,NYG,DAL,20,44,39,201.0,1.4774451,1.0,5.153846153846154,0.03788320769230769,0.02564102564102564,0
4653,2021,5,NYJ,ATL,20,27,28,109.0,-1.1333606,1.0,3.892857142857143,-0.04047716428571429,0.03571428571428571,0
4654,2021,5,PHI,CAR,21,18,30,109.0,-2.9674175,0.0,3.6333333333333333,-0.09891391666666666,0.0,0
4655,2021,5,PIT,DEN,27,19,18,106.0,0.6199658,0.0,5.888888888888889,0.034442544444444445,0.0,0
4656,2021,5,SEA,LA,17,26,28,119.0,0.1351986,2.0,4.25,0.004828521428571429,0.07142857142857142,0
4658,2021,5,SF,ARI,10,17,24,101.0,-0.5959395,1.0,4.208333333333333,-0.024830812499999997,0.041666666666666664,1
4659,2021,5,TB,MIA,45,17,9,39.0,-0.31702,0.0,4.333333333333333,-0.03522444444444445,0.0,1
4661,2021,5,TEN,JAX,37,19,31,198.0,3.4955416,2.0,6.387096774193548,0.1127594064516129,0.06451612903225806,0
4662,2021,5,WAS,NO,22,33,22,99.0,0.09562424,1.0,4.5,0.004346556363636364,0.045454545454545456,1
4663,2021,6,ARI,CLE,37,14,19,73.0,-4.8841476,0.0,3.8421052631578947,-0.2570604,0.0,1
4664,2021,6,BAL,LAC,34,6,12,26.0,-3.2341166,0.0,2.1666666666666665,-0.2695097166666667,0.0,1
4665,2021,6,BUF,TEN,31,34,21,147.0,5.5978785,4.0,7.0,0.26656564285714285,0.19047619047619047,0
4667,2021,6,CAR,MIN,28,34,37,198.0,-1.304075,1.0,5.351351351351352,-0.035245270270270274,0.02702702702702703,0
4668,2021,6,CHI,GB,14,24,27,159.0,6.0773125,1.0,5.888888888888889,0.22508564814814813,0.037037037037037035,0
4669,2021,6,CIN,DET,34,11,18,36.0,-3.547945,1.0,2.0,-0.19710805555555555,0.05555555555555555,1
4671,2021,6,CLE,ARI,14,37,34,147.0,0.19197226,0.0,4.323529411764706,0.005646242941176471,0.0,0
4673,2021,6,DAL,NE,35,29,25,124.0,2.6170864,2.0,4.96,0.104683456,0.08,0
4674,2021,6,DEN,LV,24,34,22,87.0,0.033100486,2.0,3.9545454545454546,0.0015045675454545453,0.09090909090909091,1
4675,2021,6,DET,CIN,11,34,33,145.0,0.84450793,0.0,4.393939393939394,0.025591149393939396,0.0,0
4676,2021,6,GB,CHI,24,14,26,140.0,5.359533,1.0,5.384615384615385,0.20613588461538462,0.038461538461538464,0
4677,2021,6,HOU,IND,3,31,25,175.0,6.630887,2.0,7.0,0.26523548,0.08,0
4678,2021,6,IND,HOU,31,3,29,124.0,-7.553757,0.0,4.275862068965517,-0.26047437931034484,0.0,0
4679,2021,6,JAX,MIA,23,20,20,77.0,-1.9826813,0.0,3.85,-0.09913406500000001,0.0,1
4680,2021,6,KC,WAS,31,13,19,94.0,-4.045184,0.0,4.947368421052632,-0.21290442105263158,0.0,1
4681,2021,6,LA,NYG,38,11,18,60.0,-4.8186,1.0,3.3333333333333335,-0.2677,0.05555555555555555,1
4683,2021,6,LAC,BAL,6,34,36,189.0,7.218285,3.0,5.25,0.20050791666666667,0.08333333333333333,0
4684,2021,6,LV,DEN,34,24,23,112.0,-3.9841037,0.0,4.869565217391305,-0.17322189999999998,0.0,0
4685,2021,6,MIA,JAX,20,23,19,84.0,-3.8943348,1.0,4.421052631578948,-0.20496498947368422,0.05263157894736842,1
4687,2021,6,MIN,CAR,34,28,22,119.0,3.0281081,1.0,5.409090909090909,0.13764127727272726,0.045454545454545456,0
4688,2021,6,NE,DAL,29,35,31,122.0,-9.094351,0.0,3.935483870967742,-0.29336616129032256,0.0,0
4689,2021,6,NYG,LA,11,38,33,132.0,-4.2150774,1.0,4.0,-0.1277296181818182,0.030303030303030304,0
4690,2021,6,PHI,TB,22,28,28,104.0,5.0411735,2.0,3.7142857142857144,0.1800419107142857,0.07142857142857142,1
4691,2021,6,PIT,SEA,23,20,26,145.0,5.246298,1.0,5.576923076923077,0.20178069230769233,0.038461538461538464,0
4692,2021,6,SEA,PIT,20,23,29,119.0,1.1419625,1.0,4.103448275862069,0.03937801724137931,0.034482758620689655,0
4693,2021,6,TB,PHI,28,22,19,100.0,7.5818815,2.0,5.2631578947368425,0.3990463947368421,0.10526315789473684,1
4694,2021,6,TEN,BUF,34,31,23,82.0,-6.043618,0.0,3.5652173913043477,-0.262766,0.0,1
4695,2021,6,WAS,KC,13,31,28,109.0,-2.4880779,2.0,3.892857142857143,-0.08885992499999999,0.07142857142857142,0
4696,2021,7,ARI,HOU,31,5,15,42.0,-6.1376085,0.0,2.8,-0.4091739,0.0,1
4697,2021,7,ATL,MIA,30,28,29,132.0,1.7819004,0.0,4.551724137931035,0.06144484137931035,0.0,0
4698,2021,7,BAL,CIN,17,41,24,111.0,-0.95835716,2.0,4.625,-0.03993154833333334,0.08333333333333333,0
4700,2021,7,CAR,NYG,3,25,28,106.0,-5.9148116,1.0,3.7857142857142856,-0.21124327142857144,0.03571428571428571,0
4702,2021,7,CHI,TB,3,38,31,182.0,1.2071152,1.0,5.870967741935484,0.0389392,0.03225806451612903,0
4703,2021,7,CIN,BAL,41,17,24,115.0,3.578607,1.0,4.791666666666667,0.149108625,0.041666666666666664,0
4704,2021,7,CLE,DEN,17,14,14,41.0,-0.92117524,0.0,2.9285714285714284,-0.06579823142857143,0.0,1
4705,2021,7,DEN,CLE,14,17,32,183.0,10.618304,1.0,5.71875,0.331822,0.03125,0
4706,2021,7,DET,LA,19,28,17,49.0,-4.4430003,0.0,2.8823529411764706,-0.2613529588235294,0.0,1
4708,2021,7,GB,WAS,24,10,28,196.0,3.4416413,0.0,7.0,0.12291576071428571,0.0,0
4709,2021,7,HOU,ARI,5,31,35,173.0,0.54833305,1.0,4.942857142857143,0.01566665857142857,0.02857142857142857,0
4710,2021,7,IND,SF,30,18,23,112.0,-1.2211668,1.0,4.869565217391305,-0.05309420869565217,0.043478260869565216,0
4711,2021,7,KC,TEN,3,27,34,104.0,-3.2579618,1.0,3.0588235294117645,-0.09582240588235294,0.029411764705882353,1
4713,2021,7,LA,DET,28,19,28,137.0,1.6873215,0.0,4.892857142857143,0.06026148214285714,0.0,0
4714,2021,7,LV,PHI,33,22,31,136.0,-2.2210763,1.0,4.387096774193548,-0.07164762258064516,0.03225806451612903,0
4715,2021,7,MIA,ATL,28,30,20,74.0,-4.0865436,1.0,3.7,-0.20432718,0.05,1
4716,2021,7,NE,NYJ,54,13,18,62.0,-4.739826,1.0,3.4444444444444446,-0.2633236666666667,0.05555555555555555,1
4719,2021,7,NO,SEA,13,10,27,91.0,-2.6525948,0.0,3.3703703703703702,-0.09824425185185186,0.0,1
4720,2021,7,NYG,CAR,25,3,17,56.0,1.8284934,0.0,3.2941176470588234,0.10755843529411764,0.0,1
4722,2021,7,NYJ,NE,13,54,29,151.0,7.913872,4.0,5.206896551724138,0.27289213793103445,0.13793103448275862,0
4724,2021,7,PHI,LV,22,33,28,120.0,-2.5167735,2.0,4.285714285714286,-0.08988476785714286,0.07142857142857142,0
4725,2021,7,SEA,NO,10,13,29,97.0,-3.611982,0.0,3.3448275862068964,-0.12455110344827586,0.0,1
4726,2021,7,SF,IND,18,30,33,148.0,-1.7294018,2.0,4.484848484848484,-0.05240611515151515,0.06060606060606061,0
4727,2021,7,TB,CHI,38,3,29,143.0,-2.8803213,0.0,4.931034482758621,-0.09932142413793103,0.0,0
4729,2021,7,TEN,KC,27,3,12,78.0,-0.23737034,0.0,6.5,-0.019780861666666667,0.0,1
4731,2021,7,WAS,GB,10,24,15,57.0,-5.9413776,0.0,3.8,-0.39609184000000003,0.0,1
4732,2021,8,ARI,GB,21,24,33,152.0,4.587767,1.0,4.606060606060606,0.13902324242424244,0.030303030303030304,0
4733,2021,8,ATL,CAR,13,19,46,204.0,3.2222013,1.0,4.434782608695652,0.0700478543478261,0.021739130434782608,0
4734,2021,8,BUF,MIA,26,11,23,68.0,-6.127197,1.0,2.9565217391304346,-0.2663998695652174,0.043478260869565216,1
4736,2021,8,CAR,ATL,19,13,20,82.0,-2.983134,0.0,4.1,-0.1491567,0.0,1
4738,2021,8,CHI,SF,22,33,23,148.0,8.161442,3.0,6.434782608695652,0.3548453043478261,0.13043478260869565,0
4739,2021,8,CIN,NYJ,31,34,24,101.0,0.5527768,1.0,4.208333333333333,0.023032366666666665,0.041666666666666664,1
4741,2021,8,CLE,PIT,10,15,31,115.0,1.401798,1.0,3.7096774193548385,0.045219290322580645,0.03225806451612903,0
4742,2021,8,DAL,MIN,20,16,23,102.0,-3.1502059,0.0,4.434782608695652,-0.13696547391304348,0.0,1
4744,2021,8,DEN,WAS,17,10,24,112.0,1.4900683,0.0,4.666666666666667,0.062086179166666665,0.0,0
4745,2021,8,DET,PHI,6,44,45,237.0,12.76957,4.0,5.266666666666667,0.2837682222222222,0.08888888888888889,0
4746,2021,8,GB,ARI,24,21,20,74.0,2.1277673,3.0,3.7,0.106388365,0.15,1
4747,2021,8,HOU,LA,22,38,31,165.0,0.91767263,2.0,5.32258064516129,0.029602342903225807,0.06451612903225806,0
4749,2021,8,IND,TEN,31,34,30,94.0,-0.7060803,0.0,3.1333333333333333,-0.02353601,0.0,1
4750,2021,8,JAX,SEA,7,31,25,69.0,-4.640219,1.0,2.76,-0.18560876,0.04,1
4751,2021,8,KC,NYG,20,17,19,73.0,-2.6408763,0.0,3.8421052631578947,-0.1389934894736842,0.0,1
4752,2021,8,LA,HOU,38,22,15,46.0,0.44372118,1.0,3.066666666666667,0.029581411999999998,0.06666666666666667,1
4754,2021,8,LAC,NE,24,27,38,143.0,2.1923316,1.0,3.763157894736842,0.05769293684210527,0.02631578947368421,0
4755,2021,8,MIA,BUF,11,26,23,103.0,-2.1715271,1.0,4.478260869565218,-0.09441422173913043,0.043478260869565216,1
4756,2021,8,MIN,DAL,16,20,24,78.0,-3.0733433,0.0,3.25,-0.12805597083333334,0.0,1
4758,2021,8,NE,LAC,27,24,19,164.0,6.085263,1.0,8.631578947368421,0.32027700000000003,0.05263157894736842,0
4759,2021,8,NO,TB,36,27,15,71.0,-2.1058075,0.0,4.733333333333333,-0.14038716666666667,0.0,1
4761,2021,8,NYG,KC,17,20,26,108.0,2.8277278,1.0,4.153846153846154,0.10875876153846153,0.038461538461538464,0
4763,2021,8,NYJ,CIN,34,31,15,42.0,-1.6733308,1.0,2.8,-0.11155538666666667,0.06666666666666667,1
4766,2021,8,PHI,DET,44,6,18,57.0,-2.3089907,1.0,3.1666666666666665,-0.1282772611111111,0.05555555555555555,1
4768,2021,8,PIT,CLE,15,10,23,96.0,-3.9768085,1.0,4.173913043478261,-0.17290471739130436,0.043478260869565216,1
4770,2021,8,SEA,JAX,31,7,18,83.0,-3.2269711,0.0,4.611111111111111,-0.17927617222222222,0.0,1
4771,2021,8,SF,CHI,33,22,36,176.0,3.3495793,1.0,4.888888888888889,0.09304386944444444,0.027777777777777776,0
4772,2021,8,TB,NO,27,36,31,153.0,3.1597724,1.0,4.935483870967742,0.10192814193548387,0.03225806451612903,0
4774,2021,8,TEN,IND,34,31,20,83.0,2.8841786,1.0,4.15,0.14420892999999999,0.05,1
4776,2021,8,WAS,DEN,10,17,21,83.0,0.415349,1.0,3.9523809523809526,0.019778523809523812,0.047619047619047616,1
4777,2021,9,ARI,SF,31,17,11,39.0,-1.9840702,0.0,3.5454545454545454,-0.18037001818181816,0.0,1
4779,2021,9,ATL,NO,27,25,26,109.0,-1.8530346,1.0,4.1923076923076925,-0.07127056153846154,0.038461538461538464,0
4780,2021,9,BAL,MIN,34,31,24,131.0,1.3612926,1.0,5.458333333333333,0.056720525,0.041666666666666664,0
4781,2021,9,BUF,JAX,6,9,26,80.0,-9.606834,0.0,3.076923076923077,-0.36949361538461534,0.0,1
4782,2021,9,CAR,NE,6,24,36,154.0,1.0984004,1.0,4.277777777777778,0.030511122222222225,0.027777777777777776,0
4783,2021,9,CHI,PIT,27,29,31,106.0,-3.0763988,1.0,3.4193548387096775,-0.09923867096774194,0.03225806451612903,0
4784,2021,9,CIN,CLE,16,41,23,153.0,3.9026475,2.0,6.6521739130434785,0.16968032608695652,0.08695652173913043,0
4786,2021,9,CLE,CIN,41,16,24,85.0,-2.709244,2.0,3.5416666666666665,-0.11288516666666666,0.08333333333333333,1
4787,2021,9,DAL,DEN,16,30,39,192.0,2.6796188,2.0,4.923076923076923,0.06870817435897436,0.05128205128205128,0
4788,2021,9,DEN,DAL,30,16,18,82.0,-1.1705749,0.0,4.555555555555555,-0.06503193888888889,0.0,1
4789,2021,9,GB,KC,7,13,23,79.0,-0.49496993,0.0,3.4347826086956523,-0.021520431739130434,0.0,1
4790,2021,9,HOU,MIA,9,17,25,47.0,-10.6112995,1.0,1.88,-0.42445197999999995,0.04,1
4792,2021,9,IND,NYJ,45,30,21,89.0,-5.479477,0.0,4.238095238095238,-0.2609274761904762,0.0,1
4793,2021,9,JAX,BUF,9,6,14,72.0,-2.104081,0.0,5.142857142857143,-0.1502915,0.0,1
4795,2021,9,KC,GB,13,7,25,122.0,0.46128154,0.0,4.88,0.0184512616,0.0,0
4796,2021,9,LA,TEN,16,28,25,70.0,-0.018877625,2.0,2.8,-0.000755105,0.08,1
4797,2021,9,LAC,PHI,27,24,39,176.0,7.1035237,2.0,4.512820512820513,0.18214163333333333,0.05128205128205128,0
4798,2021,9,LV,NYG,16,23,30,150.0,-0.4948701,0.0,5.0,-0.01649567,0.0,0
4799,2021,9,MIA,HOU,17,9,18,73.0,-2.2563884,0.0,4.055555555555555,-0.1253549111111111,0.0,1
4800,2021,9,MIN,BAL,31,34,45,247.0,11.138685,1.0,5.488888888888889,0.24752633333333335,0.022222222222222223,0
4801,2021,9,NE,CAR,24,6,23,78.0,-3.6024065,0.0,3.391304347826087,-0.1566263695652174,0.0,1
4802,2021,9,NO,ATL,25,27,23,36.0,-12.048238,1.0,1.565217391304348,-0.5238364347826087,0.043478260869565216,1
4804,2021,9,NYG,LV,23,16,20,117.0,4.1624117,0.0,5.85,0.208120585,0.0,0
4805,2021,9,NYJ,IND,30,45,29,261.0,10.519564,3.0,9.0,0.36274358620689656,0.10344827586206896,0
4807,2021,9,PHI,LAC,24,27,27,89.0,-3.4260275,1.0,3.2962962962962963,-0.1268899074074074,0.037037037037037035,1
4808,2021,9,PIT,CHI,29,27,26,136.0,2.4458072,1.0,5.230769230769231,0.0940695076923077,0.038461538461538464,0
4809,2021,9,SF,ARI,17,31,38,164.0,0.05751753,3.0,4.315789473684211,0.0015136192105263157,0.07894736842105263,0
4810,2021,9,TEN,LA,28,16,21,94.0,2.060407,0.0,4.476190476190476,0.09811461904761905,0.0,1
4811,2021,10,ARI,CAR,10,34,37,166.0,-4.1412673,2.0,4.486486486486487,-0.11192614324324324,0.05405405405405406,0
4813,2021,10,ATL,DAL,3,43,35,122.0,-7.803021,3.0,3.4857142857142858,-0.22294345714285715,0.08571428571428572,0
4815,2021,10,BAL,MIA,10,22,20,61.0,-2.623745,1.0,3.05,-0.13118725,0.05,1
4816,2021,10,BUF,NYJ,45,17,22,70.0,-2.5386338,1.0,3.1818181818181817,-0.11539244545454545,0.045454545454545456,1
4817,2021,10,CAR,ARI,34,10,20,65.0,-10.986631,1.0,3.25,-0.54933155,0.05,1
4819,2021,10,CLE,NE,7,45,32,186.0,5.8235226,2.0,5.8125,0.18198508125,0.0625,0
4821,2021,10,DAL,ATL,43,3,24,103.0,-1.8485513,0.0,4.291666666666667,-0.07702297083333333,0.0,1
4824,2021,10,DEN,PHI,13,30,36,219.0,3.1221576,0.0,6.083333333333333,0.0867266,0.0,0
