,season,week,team,opponent,qb
2231,2017,11,DEN,CIN,B. Osweiler
2232,2017,11,DET,CHI,M. Stafford
2233,2017,11,GB,BAL,B. Hundley
2234,2017,11,HOU,ARI,T. Savage
2235,2017,11,JAX,CLE,B. Bortles
2236,2017,11,KC,NYG,A. Smith
2238,2017,11,LA,MIN,J. Goff
2240,2017,11,LAC,BUF,P. Rivers
2241,2017,11,LV,NE,D. Carr
2243,2017,11,MIA,TB,M. Moore
2244,2017,11,MIN,LA,C. Keenum
2245,2017,11,NE,LV,T. Brady
2246,2017,11,NO,WAS,D. Brees
2247,2017,11,NYG,KC,E. Manning
2249,2017,11,PHI,DAL,C. Wentz
2250,2017,11,PIT,TEN,B. Roethlisberger
2252,2017,11,SEA,ATL,R. Wilson
2253,2017,11,TB,MIA,R. Fitzpatrick
2255,2017,11,TEN,PIT,M. Mariota
2256,2017,11,WAS,NO,K. Cousins
2257,2017,12,ARI,JAX,B. Gabbert
2258,2017,12,ATL,TB,M. Ryan
2260,2017,12,BAL,HOU,J. Flacco
2262,2017,12,BUF,KC,T. Taylor
2263,2017,12,CAR,NYJ,C. Newton
2264,2017,12,CHI,PHI,M. Trubisky
2265,2017,12,CIN,CLE,A. Dalton
2267,2017,12,CLE,CIN,D. Kizer
2268,2017,12,DAL,LAC,D. Prescott
2270,2017,12,DEN,LV,T. Siemian
2271,2017,12,DET,MIN,M. Stafford
2272,2017,12,GB,PIT,B. Hundley
2273,2017,12,HOU,BAL,T. Savage
2274,2017,12,IND,TEN,J. Brissett
2275,2017,12,JAX,ARI,B. Bortles
2276,2017,12,KC,BUF,A. Smith
2278,2017,12,LA,NO,J. Goff
2279,2017,12,LAC,DAL,P. Rivers
2280,2017,12,LV,DEN,D. Carr
2281,2017,12,MIA,NE,M. Moore
2282,2017,12,MIN,DET,C. Keenum
2283,2017,12,NE,MIA,T. Brady
2284,2017,12,NO,LA,D. Brees
2285,2017,12,NYG,WAS,E. Manning
2286,2017,12,NYJ,CAR,J. McCown
2287,2017,12,PHI,CHI,C. Wentz
2289,2017,12,PIT,GB,B. Roethlisberger
2290,2017,12,SEA,SF,R. Wilson
2291,2017,12,SF,SEA,C. Beathard
2293,2017,12,TB,ATL,R. Fitzpatrick
2294,2017,12,TEN,IND,M. Mariota
2295,2017,12,WAS,NYG,K. Cousins
2296,2017,13,ARI,LA,B. Gabbert
2297,2017,13,ATL,MIN,M. Ryan
2298,2017,13,BAL,DET,J. Flacco
2301,2017,13,BUF,NE,T. Taylor
2302,2017,13,CAR,NO,C. Newton
2304,2017,13,CHI,SF,M. Trubisky
2305,2017,13,CIN,PIT,A. Dalton
2306,2017,13,CLE,LAC,D. Kizer
2307,2017,13,DAL,WAS,D. Prescott
2308,2017,13,DEN,MIA,T. Siemian
2310,2017,13,DET,BAL,M. Stafford
2311,2017,13,GB,TB,B. Hundley
2312,2017,13,HOU,TEN,T. Savage
2313,2017,13,IND,JAX,J. Brissett
2314,2017,13,JAX,IND,B. Bortles
2316,2017,13,KC,NYJ,A. Smith
2317,2017,13,LA,ARI,J. Goff
2318,2017,13,LAC,CLE,P. Rivers
2319,2017,13,LV,NYG,D. Carr
2321,2017,13,MIA,DEN,J. Cutler
2322,2017,13,MIN,ATL,C. Keenum
2323,2017,13,NE,BUF,T. Brady
2324,2017,13,NO,CAR,D. Brees
2325,2017,13,NYG,LV,G. Smith
2326,2017,13,NYJ,KC,J. McCown
2327,2017,13,PHI,SEA,C. Wentz
2328,2017,13,PIT,CIN,B. Roethlisberger
2329,2017,13,SEA,PHI,R. Wilson
2330,2017,13,SF,CHI,J. Garoppolo
2331,2017,13,TB,GB,J. Winston
2332,2017,13,TEN,HOU,M. Mariota
2333,2017,13,WAS,DAL,K. Cousins
2334,2017,14,ARI,TEN,B. Gabbert
2335,2017,14,ATL,NO,M. Ryan
2336,2017,14,BAL,PIT,J. Flacco
2338,2017,14,BUF,IND,N. Peterman
2339,2017,14,CAR,MIN,C. Newton
2340,2017,14,CHI,CIN,M. Trubisky
2341,2017,14,CIN,CHI,A. Dalton
2343,2017,14,CLE,GB,D. Kizer
2344,2017,14,DAL,NYG,D. Prescott
2345,2017,14,DEN,NYJ,T. Siemian
2346,2017,14,DET,TB,M. Stafford
2347,2017,14,GB,CLE,B. Hundley
2349,2017,14,HOU,SF,T. Yates
2350,2017,14,IND,BUF,J. Brissett
2351,2017,14,JAX,SEA,B. Bortles
2352,2017,14,KC,LV,A. Smith
2353,2017,14,LA,PHI,J. Goff
2355,2017,14,LAC,WAS,P. Rivers
2356,2017,14,LV,KC,D. Carr
2357,2017,14,MIA,NE,J. Cutler
2358,2017,14,MIN,CAR,C. Keenum
2359,2017,14,NE,MIA,T. Brady
2360,2017,14,NO,ATL,D. Brees
2361,2017,14,NYG,DAL,E. Manning
2363,2017,14,NYJ,DEN,J. McCown
2364,2017,14,PHI,LA,C. Wentz
2366,2017,14,PIT,BAL,B. Roethlisberger
2367,2017,14,SEA,JAX,R. Wilson
2368,2017,14,SF,HOU,J. Garoppolo
2369,2017,14,TB,DET,J. Winston
2370,2017,14,TEN,ARI,M. Mariota
2371,2017,14,WAS,LAC,K. Cousins
2372,2017,15,ARI,WAS,B. Gabbert
2373,2017,15,ATL,TB,M. Ryan
2374,2017,15,BAL,CLE,J. Flacco
2375,2017,15,BUF,MIA,T. Taylor
2376,2017,15,CAR,GB,C. Newton
2377,2017,15,CHI,DET,M. Trubisky
2378,2017,15,CIN,MIN,A. Dalton
2380,2017,15,CLE,BAL,D. Kizer
2381,2017,15,DAL,LV,D. Prescott
2382,2017,15,DEN,IND,B. Osweiler
2384,2017,15,DET,CHI,M. Stafford
2385,2017,15,GB,CAR,A. Rodgers
2386,2017,15,HOU,JAX,T. Yates
2387,2017,15,IND,DEN,J. Brissett
2388,2017,15,JAX,HOU,B. Bortles
2389,2017,15,KC,LAC,A. Smith
2390,2017,15,LA,SEA,J. Goff
2392,2017,15,LAC,KC,P. Rivers
2393,2017,15,LV,DAL,D. Carr
2394,2017,15,MIA,BUF,J. Cutler
2395,2017,15,MIN,CIN,C. Keenum
2397,2017,15,NE,PIT,T. Brady
2398,2017,15,NO,NYJ,D. Brees
2399,2017,15,NYG,PHI,E. Manning
2400,2017,15,NYJ,NO,B. Petty
2401,2017,15,PHI,NYG,N. Foles
2402,2017,15,PIT,NE,B. Roethlisberger
2403,2017,15,SEA,LA,R. Wilson
2404,2017,15,SF,TEN,J. Garoppolo
2405,2017,15,TB,ATL,J. Winston
2406,2017,15,TEN,SF,M. Mariota
2407,2017,15,WAS,ARI,K. Cousins
2408,2017,16,ARI,NYG,D. Stanton
2410,2017,16,ATL,NO,M. Ryan
2411,2017,16,BAL,IND,J. Flacco
2412,2017,16,BUF,NE,T. Taylor
2413,2017,16,CAR,TB,C. Newton
2415,2017,16,CHI,CLE,M. Trubisky
2416,2017,16,CIN,DET,A. Dalton
2417,2017,16,CLE,CHI,D. Kizer
2418,2017,16,DAL,SEA,D. Prescott
2419,2017,16,DEN,WAS,B. Osweiler
2420,2017,16,DET,CIN,M. Stafford
2421,2017,16,GB,MIN,B. Hundley
2423,2017,16,HOU,PIT,T. Yates
2424,2017,16,IND,BAL,J. Brissett
2425,2017,16,JAX,SF,B. Bortles
2426,2017,16,KC,MIA,A. Smith
2427,2017,16,LA,TEN,J. Goff
2429,2017,16,LAC,NYJ,P. Rivers
2430,2017,16,LV,PHI,D. Carr
2431,2017,16,MIA,KC,J. Cutler
2432,2017,16,MIN,GB,C. Keenum
2433,2017,16,NE,BUF,T. Brady
2434,2017,16,NO,ATL,D. Brees
2435,2017,16,NYG,ARI,E. Manning
2436,2017,16,NYJ,LAC,B. Petty
2437,2017,16,PHI,LV,N. Foles
2438,2017,16,PIT,HOU,B. Roethlisberger
2440,2017,16,SEA,DAL,R. Wilson
2441,2017,16,SF,JAX,J. Garoppolo
2442,2017,16,TB,CAR,J. Winston
2443,2017,16,TEN,LA,M. Mariota
2444,2017,16,WAS,DEN,K. Cousins
2445,2017,17,ARI,SEA,D. Stanton
2446,2017,17,ATL,CAR,M. Ryan
2447,2017,17,BAL,CIN,J. Flacco
2448,2017,17,BUF,MIA,T. Taylor
2449,2017,17,CAR,ATL,C. Newton
2450,2017,17,CHI,MIN,M. Trubisky
2452,2017,17,CIN,BAL,A. Dalton
2453,2017,17,CLE,PIT,D. Kizer
2454,2017,17,DAL,PHI,D. Prescott
2455,2017,17,DEN,KC,P. Lynch
2457,2017,17,DET,GB,M. Stafford
2458,2017,17,GB,DET,B. Hundley
2461,2017,17,HOU,IND,T. Yates
2462,2017,17,IND,HOU,J. Brissett
2463,2017,17,JAX,TEN,B. Bortles
2464,2017,17,KC,DEN,P. Mahomes
2466,2017,17,LA,SF,S. Mannion
2467,2017,17,LAC,LV,P. Rivers
2468,2017,17,LV,LAC,D. Carr
2469,2017,17,MIA,BUF,D. Fales
2471,2017,17,MIN,CHI,C. Keenum
2473,2017,17,NE,NYJ,T. Brady
2474,2017,17,NO,TB,D. Brees
2475,2017,17,NYG,WAS,E. Manning
2476,2017,17,NYJ,NE,B. Petty
2478,2017,17,PHI,DAL,N. Sudfeld
2479,2017,17,PIT,CLE,L. Jones
2480,2017,17,SEA,ARI,R. Wilson
2481,2017,17,SF,LA,J. Garoppolo
2482,2017,17,TB,NO,J. Winston
2483,2017,17,TEN,JAX,M. Mariota
2484,2017,17,WAS,NYG,K. Cousins
2485,2017,18,ATL,LA,M. Ryan
2487,2017,18,BUF,JAX,T. Taylor
2488,2017,18,CAR,NO,C. Newton
2490,2017,18,JAX,BUF,B. Bortles
2491,2017,18,KC,TEN,A. Smith
2492,2017,18,LA,ATL,J. Goff
2493,2017,18,NO,CAR,D. Brees
2494,2017,18,TEN,KC,M. Mariota
2495,2017,19,ATL,PHI,M. Ryan
2496,2017,19,JAX,PIT,B. Bortles
2497,2017,19,MIN,NO,C. Keenum
2498,2017,19,NE,TEN,T. Brady
2499,2017,19,NO,MIN,D. Brees
2501,2017,19,PHI,ATL,N. Foles
2502,2017,19,PIT,JAX,B. Roethlisberger
2503,2017,19,TEN,NE,M. Mariota
2504,2017,20,JAX,NE,B. Bortles
2505,2017,20,MIN,PHI,C. Keenum
2507,2017,20,NE,JAX,T. Brady
2508,2017,20,PHI,MIN,N. Foles
2510,2017,21,NE,PHI,T. Brady
2511,2017,21,PHI,NE,N. Foles
2513,2018,1,ARI,WAS,S. Bradford
2514,2018,1,ATL,PHI,M. Ryan
2515,2018,1,BAL,BUF,J. Flacco
2518,2018,1,BUF,BAL,N. Peterman
2519,2018,1,CAR,DAL,C. Newton
2520,2018,1,CHI,GB,M. Trubisky
2521,2018,1,CIN,IND,A. Dalton
2522,2018,1,CLE,PIT,T. Taylor
2523,2018,1,DAL,CAR,D. Prescott
2524,2018,1,DEN,SEA,C. Keenum
2526,2018,1,DET,NYJ,M. Stafford
2527,2018,1,GB,CHI,A. Rodgers
2529,2018,1,HOU,NE,D. Watson
2530,2018,1,IND,CIN,A. Luck
2531,2018,1,JAX,NYG,B. Bortles
2532,2018,1,KC,LAC,P. Mahomes
2533,2018,1,LA,LV,J. Goff
2534,2018,1,LAC,KC,P. Rivers
2535,2018,1,LV,LA,D. Carr
2536,2018,1,MIA,TEN,R. Tannehill
2537,2018,1,MIN,SF,K. Cousins
2538,2018,1,NE,HOU,T. Brady
2539,2018,1,NO,TB,D. Brees
2540,2018,1,NYG,JAX,E. Manning
2541,2018,1,NYJ,DET,S. Darnold
2543,2018,1,PHI,ATL,N. Foles
2544,2018,1,PIT,CLE,B. Roethlisberger
2545,2018,1,SEA,DEN,R. Wilson
2546,2018,1,SF,MIN,J. Garoppolo
2547,2018,1,TB,NO,R. Fitzpatrick
2548,2018,1,TEN,MIA,B. Gabbert
2550,2018,1,WAS,ARI,A. Smith
2551,2018,2,ARI,LA,S. Bradford
2552,2018,2,ATL,CAR,M. Ryan
2553,2018,2,BAL,CIN,J. Flacco
2554,2018,2,BUF,LAC,J. Allen
2555,2018,2,CAR,ATL,C. Newton
2556,2018,2,CHI,SEA,M. Trubisky
2557,2018,2,CIN,BAL,A. Dalton
2558,2018,2,CLE,NO,T. Taylor
2559,2018,2,DAL,NYG,D. Prescott
2560,2018,2,DEN,LV,C. Keenum
2561,2018,2,DET,SF,M. Stafford
2562,2018,2,GB,MIN,A. Rodgers
2563,2018,2,HOU,TEN,D. Watson
2564,2018,2,IND,WAS,A. Luck
2565,2018,2,JAX,NE,B. Bortles
2566,2018,2,KC,PIT,P. Mahomes
2567,2018,2,LA,ARI,J. Goff
2568,2018,2,LAC,BUF,P. Rivers
2569,2018,2,LV,DEN,D. Carr
2570,2018,2,MIA,NYJ,R. Tannehill
2571,2018,2,MIN,GB,K. Cousins
2572,2018,2,NE,JAX,T. Brady
2573,2018,2,NO,CLE,D. Brees
2574,2018,2,NYG,DAL,E. Manning
2575,2018,2,NYJ,MIA,S. Darnold
2576,2018,2,PHI,TB,N. Foles
2577,2018,2,PIT,KC,B. Roethlisberger
2578,2018,2,SEA,CHI,R. Wilson
2579,2018,2,SF,DET,J. Garoppolo
2580,2018,2,TB,PHI,R. Fitzpatrick
2581,2018,2,TEN,HOU,B. Gabbert
2584,2018,2,WAS,IND,A. Smith
2586,2018,3,ARI,CHI,S. Bradford
2587,2018,3,ATL,NO,M. Ryan
2588,2018,3,BAL,DEN,J. Flacco
2589,2018,3,BUF,MIN,J. Allen
2590,2018,3,CAR,CIN,C. Newton
2591,2018,3,CHI,ARI,M. Trubisky
2592,2018,3,CIN,CAR,A. Dalton
2593,2018,3,CLE,NYJ,B. Mayfield
2596,2018,3,DAL,SEA,D. Prescott
2597,2018,3,DEN,BAL,C. Keenum
2598,2018,3,DET,NE,M. Stafford
2599,2018,3,GB,WAS,A. Rodgers
2601,2018,3,HOU,NYG,D. Watson
2602,2018,3,IND,PHI,A. Luck
2604,2018,3,JAX,TEN,B. Bortles
2605,2018,3,KC,SF,P. Mahomes
2606,2018,3,LA,LAC,J. Goff
2607,2018,3,LAC,LA,P. Rivers
2608,2018,3,LV,MIA,D. Carr
2610,2018,3,MIA,LV,R. Tannehill
2611,2018,3,MIN,BUF,K. Cousins
2612,2018,3,NE,DET,T. Brady
2613,2018,3,NO,ATL,D. Brees
2614,2018,3,NYG,HOU,E. Manning
2615,2018,3,NYJ,CLE,S. Darnold
2616,2018,3,PHI,IND,C. Wentz
2617,2018,3,PIT,TB,B. Roethlisberger
2618,2018,3,SEA,DAL,R. Wilson
2619,2018,3,SF,KC,J. Garoppolo
2620,2018,3,TB,PIT,R. Fitzpatrick
2622,2018,3,TEN,JAX,M. Mariota
2623,2018,3,WAS,GB,A. Smith
2624,2018,4,ARI,SEA,J. Rosen
2625,2018,4,ATL,CIN,M. Ryan
2626,2018,4,BAL,PIT,J. Flacco
2627,2018,4,BUF,GB,J. Allen
2628,2018,4,CHI,TB,M. Trubisky
2629,2018,4,CIN,ATL,A. Dalton
2630,2018,4,CLE,LV,B. Mayfield
2631,2018,4,DAL,DET,D. Prescott
2632,2018,4,DEN,KC,C. Keenum
2633,2018,4,DET,DAL,M. Stafford
2634,2018,4,GB,BUF,A. Rodgers
2635,2018,4,HOU,IND,D. Watson
2636,2018,4,IND,HOU,A. Luck
2637,2018,4,JAX,NYJ,B. Bortles
2638,2018,4,KC,DEN,P. Mahomes
2639,2018,4,LA,MIN,J. Goff
2641,2018,4,LAC,SF,P. Rivers
2642,2018,4,LV,CLE,D. Carr
2644,2018,4,MIA,NE,R. Tannehill
2645,2018,4,MIN,LA,K. Cousins
2646,2018,4,NE,MIA,T. Brady
2647,2018,4,NO,NYG,D. Brees
2649,2018,4,NYG,NO,E. Manning
2650,2018,4,NYJ,JAX,S. Darnold
2651,2018,4,PHI,TEN,C. Wentz
2652,2018,4,PIT,BAL,B. Roethlisberger
2653,2018,4,SEA,ARI,R. Wilson
2654,2018,4,SF,LAC,C. Beathard
2655,2018,4,TB,CHI,J. Winston
2657,2018,4,TEN,PHI,M. Mariota
2658,2018,5,ARI,SF,J. Rosen
2659,2018,5,ATL,PIT,M. Ryan
2661,2018,5,BAL,CLE,J. Flacco
2664,2018,5,BUF,TEN,J. Allen
2665,2018,5,CAR,NYG,C. Newton
2666,2018,5,CIN,MIA,A. Dalton
2667,2018,5,CLE,BAL,B. Mayfield
2668,2018,5,DAL,HOU,D. Prescott
2669,2018,5,DEN,NYJ,C. Keenum
2670,2018,5,DET,GB,M. Stafford
2671,2018,5,GB,DET,A. Rodgers
2672,2018,5,HOU,DAL,D. Watson
2673,2018,5,IND,NE,A. Luck
2674,2018,5,JAX,KC,B. Bortles
2675,2018,5,KC,JAX,P. Mahomes
2676,2018,5,LA,SEA,J. Goff
2677,2018,5,LAC,LV,P. Rivers
2678,2018,5,LV,LAC,D. Carr
2679,2018,5,MIA,CIN,R. Tannehill
2680,2018,5,MIN,PHI,K. Cousins
2681,2018,5,NE,IND,T. Brady
2682,2018,5,NO,WAS,D. Brees
2683,2018,5,NYG,CAR,E. Manning
2685,2018,5,NYJ,DEN,S. Darnold
2686,2018,5,PHI,MIN,C. Wentz
2687,2018,5,PIT,ATL,B. Roethlisberger
2688,2018,5,SEA,LA,R. Wilson
2689,2018,5,SF,ARI,C. Beathard
2690,2018,5,TEN,BUF,M. Mariota
2691,2018,5,WAS,NO,A. Smith
2692,2018,6,ARI,MIN,J. Rosen
2693,2018,6,ATL,TB,M. Ryan
2694,2018,6,BAL,TEN,J. Flacco
2695,2018,6,BUF,HOU,J. Allen
2697,2018,6,CAR,WAS,C. Newton
2698,2018,6,CHI,MIA,M. Trubisky
2699,2018,6,CIN,PIT,A. Dalton
2700,2018,6,CLE,LAC,B. Mayfield
2701,2018,6,DAL,JAX,D. Prescott
2702,2018,6,DEN,LA,C. Keenum
2703,2018,6,GB,SF,A. Rodgers
2705,2018,6,HOU,BUF,D. Watson
2706,2018,6,IND,NYJ,A. Luck
2707,2018,6,JAX,DAL,B. Bortles
2708,2018,6,KC,NE,P. Mahomes
2709,2018,6,LA,DEN,J. Goff
2711,2018,6,LAC,CLE,P. Rivers
2712,2018,6,LV,SEA,D. Carr
2713,2018,6,MIA,CHI,B. Osweiler
2714,2018,6,MIN,ARI,K. Cousins
2715,2018,6,NE,KC,T. Brady
2716,2018,6,NYG,PHI,E. Manning
2717,2018,6,NYJ,IND,S. Darnold
2718,2018,6,PHI,NYG,C. Wentz
2719,2018,6,PIT,CIN,B. Roethlisberger
2720,2018,6,SEA,LV,R. Wilson
2721,2018,6,SF,GB,C. Beathard
2722,2018,6,TB,ATL,J. Winston
2723,2018,6,TEN,BAL,M. Mariota
2724,2018,6,WAS,CAR,A. Smith
2725,2018,7,ARI,DEN,J. Rosen
2726,2018,7,ATL,NYG,M. Ryan
2727,2018,7,BAL,NO,J. Flacco
2729,2018,7,BUF,IND,D. Anderson
2730,2018,7,CAR,PHI,C. Newton
2731,2018,7,CHI,NE,M. Trubisky
2732,2018,7,CIN,KC,A. Dalton
2734,2018,7,CLE,TB,B. Mayfield
2735,2018,7,DAL,WAS,D. Prescott
2736,2018,7,DEN,ARI,C. Keenum
2738,2018,7,DET,MIA,M. Stafford
2739,2018,7,HOU,JAX,D. Watson
2740,2018,7,IND,BUF,A. Luck
2742,2018,7,JAX,HOU,C. Kessler
2743,2018,7,KC,CIN,P. Mahomes
2744,2018,7,LA,SF,J. Goff
2745,2018,7,LAC,TEN,P. Rivers
2746,2018,7,MIA,DET,B. Osweiler
2747,2018,7,MIN,NYJ,K. Cousins
2748,2018,7,NE,CHI,T. Brady
2749,2018,7,NO,BAL,D. Brees
2750,2018,7,NYG,ATL,E. Manning
2751,2018,7,NYJ,MIN,S. Darnold
2752,2018,7,PHI,CAR,C. Wentz
2753,2018,7,SF,LA,C. Beathard
2754,2018,7,TB,CLE,J. Winston
2755,2018,7,TEN,LAC,M. Mariota
2756,2018,7,WAS,DAL,A. Smith
2757,2018,8,ARI,SF,J. Rosen
2758,2018,8,BAL,CAR,J. Flacco
2760,2018,8,BUF,NE,D. Anderson
2762,2018,8,CAR,BAL,C. Newton
2764,2018,8,CHI,NYJ,M. Trubisky
2765,2018,8,CIN,TB,A. Dalton
2766,2018,8,CLE,PIT,B. Mayfield
2767,2018,8,DEN,KC,C. Keenum
2768,2018,8,DET,SEA,M. Stafford
2769,2018,8,GB,LA,A. Rodgers
2770,2018,8,HOU,MIA,D. Watson
2771,2018,8,IND,LV,A. Luck
2772,2018,8,JAX,PHI,B. Bortles
2773,2018,8,KC,DEN,P. Mahomes
2774,2018,8,LA,GB,J. Goff
2776,2018,8,LV,IND,D. Carr
2777,2018,8,MIA,HOU,B. Osweiler
2779,2018,8,MIN,NO,K. Cousins
2780,2018,8,NE,BUF,T. Brady
2781,2018,8,NO,MIN,D. Brees
2783,2018,8,NYG,WAS,E. Manning
2784,2018,8,NYJ,CHI,S. Darnold
2785,2018,8,PHI,JAX,C. Wentz
2786,2018,8,PIT,CLE,B. Roethlisberger
2787,2018,8,SEA,DET,R. Wilson
2788,2018,8,SF,ARI,C. Beathard
2789,2018,8,TB,CIN,J. Winston
2791,2018,8,WAS,NYG,A. Smith
2792,2018,9,ATL,WAS,M. Ryan
2793,2018,9,BAL,PIT,J. Flacco
2795,2018,9,BUF,CHI,N. Peterman
2796,2018,9,CAR,TB,C. Newton
2797,2018,9,CHI,BUF,M. Trubisky
2798,2018,9,CLE,KC,B. Mayfield
2801,2018,9,DAL,TEN,D. Prescott
2802,2018,9,DEN,HOU,C. Keenum
2803,2018,9,DET,MIN,M. Stafford
2804,2018,9,GB,NE,A. Rodgers
2805,2018,9,HOU,DEN,D. Watson
2806,2018,9,KC,CLE,P. Mahomes
2807,2018,9,LA,NO,J. Goff
2808,2018,9,LAC,SEA,P. Rivers
2810,2018,9,LV,SF,D. Carr
2811,2018,9,MIA,NYJ,B. Osweiler
2812,2018,9,MIN,DET,K. Cousins
2814,2018,9,NE,GB,T. Brady
2815,2018,9,NO,LA,D. Brees
2816,2018,9,NYJ,MIA,S. Darnold
2817,2018,9,PIT,BAL,B. Roethlisberger
2819,2018,9,SEA,LAC,R. Wilson
2820,2018,9,SF,LV,N. Mullens
2822,2018,9,TB,CAR,R. Fitzpatrick
2823,2018,9,TEN,DAL,M. Mariota
2824,2018,9,WAS,ATL,A. Smith
2825,2018,10,ARI,KC,J. Rosen
2826,2018,10,ATL,CLE,M. Ryan
2828,2018,10,BUF,NYJ,M. Barkley
2829,2018,10,CAR,PIT,C. Newton
2830,2018,10,CHI,DET,M. Trubisky
2831,2018,10,CIN,NO,A. Dalton
2833,2018,10,CLE,ATL,B. Mayfield
2835,2018,10,DAL,PHI,D. Prescott
2836,2018,10,DET,CHI,M. Stafford
2837,2018,10,GB,MIA,A. Rodgers
2838,2018,10,IND,JAX,A. Luck
2839,2018,10,JAX,IND,B. Bortles
2841,2018,10,KC,ARI,P. Mahomes
2842,2018,10,LA,SEA,J. Goff
2843,2018,10,LAC,LV,P. Rivers
2844,2018,10,LV,LAC,D. Carr
2845,2018,10,MIA,GB,B. Osweiler
2848,2018,10,NE,TEN,T. Brady
2849,2018,10,NO,CIN,D. Brees
2852,2018,10,NYG,SF,E. Manning
2853,2018,10,NYJ,BUF,J. McCown
2854,2018,10,PHI,DAL,C. Wentz
2855,2018,10,PIT,CAR,B. Roethlisberger
2857,2018,10,SEA,LA,R. Wilson
2858,2018,10,SF,NYG,N. Mullens
2859,2018,10,TB,WAS,R. Fitzpatrick
2861,2018,10,TEN,NE,M. Mariota
2862,2018,10,WAS,TB,A. Smith
2863,2018,11,ARI,LV,J. Rosen
2864,2018,11,ATL,DAL,M. Ryan
2865,2018,11,BAL,CIN,L. Jackson
2866,2018,11,CAR,DET,C. Newton
2868,2018,11,CHI,MIN,M. Trubisky
2869,2018,11,CIN,BAL,A. Dalton
2871,2018,11,DAL,ATL,D. Prescott
2872,2018,11,DEN,LAC,C. Keenum
2874,2018,11,DET,CAR,M. Stafford
2875,2018,11,GB,SEA,A. Rodgers
2876,2018,11,HOU,WAS,D. Watson
2877,2018,11,IND,TEN,A. Luck
2880,2018,11,JAX,PIT,B. Bortles
2881,2018,11,KC,LA,P. Mahomes
2882,2018,11,LA,KC,J. Goff
2883,2018,11,LAC,DEN,P. Rivers
2884,2018,11,LV,ARI,D. Carr
2885,2018,11,MIN,CHI,K. Cousins
2886,2018,11,NO,PHI,D. Brees
2888,2018,11,NYG,TB,E. Manning
2889,2018,11,PHI,NO,C. Wentz
2890,2018,11,PIT,JAX,B. Roethlisberger
2891,2018,11,SEA,GB,R. Wilson
2893,2018,11,TB,NYG,R. Fitzpatrick
2894,2018,11,TEN,IND,B. Gabbert
2896,2018,11,WAS,HOU,A. Smith
2898,2018,12,ARI,LAC,J. Rosen
2899,2018,12,ATL,NO,M. Ryan
2900,2018,12,BAL,LV,L. Jackson
2901,2018,12,BUF,JAX,J. Allen
2902,2018,12,CAR,SEA,C. Newton
2904,2018,12,CHI,DET,C. Daniel
2906,2018,12,CIN,CLE,J. Driskel
2907,2018,12,CLE,CIN,B. Mayfield
2908,2018,12,DAL,WAS,D. Prescott
2909,2018,12,DEN,PIT,C. Keenum
2910,2018,12,DET,CHI,M. Stafford
2911,2018,12,GB,MIN,A. Rodgers
2912,2018,12,HOU,TEN,D. Watson
2913,2018,12,IND,MIA,A. Luck
2915,2018,12,JAX,BUF,B. Bortles
2917,2018,12,LAC,ARI,P. Rivers
2918,2018,12,LV,BAL,D. Carr
2919,2018,12,MIA,IND,R. Tannehill
2920,2018,12,MIN,GB,K. Cousins
2921,2018,12,NE,NYJ,T. Brady
2922,2018,12,NO,ATL,D. Brees
2923,2018,12,NYG,PHI,E. Manning
2924,2018,12,NYJ,NE,J. McCown
2925,2018,12,PHI,NYG,C. Wentz
2927,2018,12,PIT,DEN,B. Roethlisberger
2929,2018,12,SEA,CAR,R. Wilson
2930,2018,12,SF,TB,N. Mullens
2931,2018,12,TB,SF,J. Winston
2932,2018,12,TEN,HOU,M. Mariota
2933,2018,12,WAS,DAL,C. McCoy
2934,2018,13,ARI,GB,J. Rosen
2935,2018,13,ATL,BAL,M. Ryan
2937,2018,13,BAL,ATL,L. Jackson
2940,2018,13,BUF,MIA,J. Allen
2941,2018,13,CAR,TB,C. Newton
2943,2018,13,CHI,NYG,C. Daniel
2945,2018,13,CIN,DEN,J. Driskel
2946,2018,13,CLE,HOU,B. Mayfield
2947,2018,13,DAL,NO,D. Prescott
2948,2018,13,DEN,CIN,C. Keenum
2950,2018,13,DET,LA,M. Stafford
2951,2018,13,GB,ARI,A. Rodgers
2952,2018,13,HOU,CLE,D. Watson
2953,2018,13,IND,JAX,A. Luck
2954,2018,13,JAX,IND,C. Kessler
2955,2018,13,KC,LV,P. Mahomes
2956,2018,13,LA,DET,J. Goff
2957,2018,13,LAC,PIT,P. Rivers
2958,2018,13,LV,KC,D. Carr
2959,2018,13,MIA,BUF,R. Tannehill
2960,2018,13,MIN,NE,K. Cousins
2961,2018,13,NE,MIN,T. Brady
2962,2018,13,NO,DAL,D. Brees
2963,2018,13,NYG,CHI,E. Manning
