,season,week,team,opponent,qb
5258,2022,3,ATL,SEA,M. Mariota
5259,2022,3,BAL,NE,L. Jackson
5260,2022,3,BUF,MIA,J. Allen
5261,2022,3,CAR,NO,B. Mayfield
5262,2022,3,CHI,HOU,J. Fields
5263,2022,3,CIN,NYJ,J. Burrow
5264,2022,3,CLE,PIT,J. Brissett
5265,2022,3,DAL,NYG,C. Rush
5266,2022,3,DEN,SF,R. Wilson
5267,2022,3,DET,MIN,J. Goff
5268,2022,3,GB,TB,A. Rodgers
5269,2022,3,HOU,CHI,D. Mills
5270,2022,3,IND,KC,M. Ryan
5271,2022,3,JAX,LAC,T. Lawrence
5272,2022,3,KC,IND,P. Mahomes
5274,2022,3,LA,ARI,M. Stafford
5275,2022,3,LAC,JAX,J. Herbert
5276,2022,3,LV,TEN,D. Carr
5279,2022,3,MIA,BUF,T. Tagovailoa
5280,2022,3,MIN,DET,K. Cousins
5281,2022,3,NE,BAL,M. Jones
5282,2022,3,NO,CAR,J. Winston
5283,2022,3,NYG,DAL,D. Jones
5284,2022,3,NYJ,CIN,J. Flacco
5285,2022,3,PHI,WAS,J. Hurts
5286,2022,3,PIT,CLE,M. Trubisky
5287,2022,3,SEA,ATL,G. Smith
5288,2022,3,SF,DEN,J. Garoppolo
5289,2022,3,TB,GB,T. Brady
5290,2022,3,TEN,LV,R. Tannehill
5291,2022,3,WAS,PHI,C. Wentz
5292,2022,4,ARI,CAR,K. Murray
5293,2022,4,ATL,CLE,M. Mariota
5294,2022,4,BAL,BUF,L. Jackson
5295,2022,4,BUF,BAL,J. Allen
5296,2022,4,CAR,ARI,B. Mayfield
5297,2022,4,CHI,NYG,J. Fields
5298,2022,4,CIN,MIA,J. Burrow
5300,2022,4,CLE,ATL,J. Brissett
5301,2022,4,DAL,WAS,C. Rush
5302,2022,4,DEN,LV,R. Wilson
5304,2022,4,DET,SEA,J. Goff
5305,2022,4,GB,NE,A. Rodgers
5306,2022,4,HOU,LAC,D. Mills
5307,2022,4,IND,TEN,M. Ryan
5308,2022,4,JAX,PHI,T. Lawrence
5309,2022,4,KC,TB,P. Mahomes
5310,2022,4,LA,SF,M. Stafford
5311,2022,4,LAC,HOU,J. Herbert
5312,2022,4,LV,DEN,D. Carr
5313,2022,4,MIA,CIN,T. Bridgewater
5315,2022,4,MIN,NO,K. Cousins
5318,2022,4,NE,GB,B. Zappe
5319,2022,4,NO,MIN,A. Dalton
5320,2022,4,NYG,CHI,D. Jones
5323,2022,4,NYJ,PIT,Z. Wilson
5324,2022,4,PHI,JAX,J. Hurts
5325,2022,4,PIT,NYJ,K. Pickett
5327,2022,4,SEA,DET,G. Smith
5328,2022,4,SF,LA,J. Garoppolo
5329,2022,4,TB,KC,T. Brady
5330,2022,4,TEN,IND,R. Tannehill
5331,2022,4,WAS,DAL,C. Wentz
5332,2022,5,ARI,PHI,K. Murray
5333,2022,5,ATL,TB,M. Mariota
5334,2022,5,BAL,CIN,L. Jackson
5336,2022,5,BUF,PIT,J. Allen
5337,2022,5,CAR,SF,B. Mayfield
5339,2022,5,CHI,MIN,J. Fields
5340,2022,5,CIN,BAL,J. Burrow
5341,2022,5,CLE,LAC,J. Brissett
5342,2022,5,DAL,LA,C. Rush
5343,2022,5,DEN,IND,R. Wilson
5344,2022,5,DET,NE,J. Goff
5345,2022,5,GB,NYG,A. Rodgers
5346,2022,5,HOU,JAX,D. Mills
5347,2022,5,IND,DEN,M. Ryan
5348,2022,5,JAX,HOU,T. Lawrence
5349,2022,5,KC,LV,P. Mahomes
5351,2022,5,LA,DAL,M. Stafford
5353,2022,5,LAC,CLE,J. Herbert
5354,2022,5,LV,KC,D. Carr
5355,2022,5,MIA,NYJ,S. Thompson
5358,2022,5,MIN,CHI,K. Cousins
5359,2022,5,NE,DET,B. Zappe
5360,2022,5,NO,SEA,A. Dalton
5362,2022,5,NYG,GB,D. Jones
5363,2022,5,NYJ,MIA,Z. Wilson
5364,2022,5,PHI,ARI,J. Hurts
5365,2022,5,PIT,BUF,K. Pickett
5366,2022,5,SEA,NO,G. Smith
5367,2022,5,SF,CAR,J. Garoppolo
5368,2022,5,TB,ATL,T. Brady
5369,2022,5,TEN,WAS,R. Tannehill
5370,2022,5,WAS,TEN,C. Wentz
5371,2022,6,ARI,SEA,K. Murray
5372,2022,6,ATL,SF,M. Mariota
5373,2022,6,BAL,NYG,L. Jackson
5374,2022,6,BUF,KC,J. Allen
5376,2022,6,CAR,LA,P. Walker
5377,2022,6,CHI,WAS,J. Fields
5378,2022,6,CIN,NO,J. Burrow
5379,2022,6,CLE,NE,J. Brissett
5380,2022,6,DAL,PHI,C. Rush
5381,2022,6,DEN,LAC,R. Wilson
5382,2022,6,GB,NYJ,A. Rodgers
5384,2022,6,IND,JAX,M. Ryan
5385,2022,6,JAX,IND,T. Lawrence
5386,2022,6,KC,BUF,P. Mahomes
5387,2022,6,LA,CAR,M. Stafford
5388,2022,6,LAC,DEN,J. Herbert
5390,2022,6,MIA,MIN,T. Bridgewater
5391,2022,6,MIN,MIA,K. Cousins
5392,2022,6,NE,CLE,B. Zappe
5393,2022,6,NO,CIN,A. Dalton
5395,2022,6,NYG,BAL,D. Jones
5396,2022,6,NYJ,GB,Z. Wilson
5397,2022,6,PHI,DAL,J. Hurts
5398,2022,6,PIT,TB,K. Pickett
5400,2022,6,SEA,ARI,G. Smith
5401,2022,6,SF,ATL,J. Garoppolo
5402,2022,6,TB,PIT,T. Brady
5403,2022,6,WAS,CHI,C. Wentz
5404,2022,7,ARI,NO,K. Murray
5405,2022,7,ATL,CIN,M. Mariota
5406,2022,7,BAL,CLE,L. Jackson
5407,2022,7,CAR,TB,P. Walker
5408,2022,7,CHI,NE,J. Fields
5409,2022,7,CIN,ATL,J. Burrow
5410,2022,7,CLE,BAL,J. Brissett
5411,2022,7,DAL,DET,D. Prescott
5412,2022,7,DEN,NYJ,B. Rypien
5413,2022,7,DET,DAL,J. Goff
5414,2022,7,GB,WAS,A. Rodgers
5415,2022,7,HOU,LV,D. Mills
5416,2022,7,IND,TEN,M. Ryan
5418,2022,7,JAX,NYG,T. Lawrence
5420,2022,7,KC,SF,P. Mahomes
5421,2022,7,LAC,SEA,J. Herbert
5422,2022,7,LV,HOU,D. Carr
5423,2022,7,MIA,PIT,T. Tagovailoa
5424,2022,7,NE,CHI,B. Zappe
5426,2022,7,NO,ARI,A. Dalton
5428,2022,7,NYG,JAX,D. Jones
5429,2022,7,NYJ,DEN,Z. Wilson
5430,2022,7,PIT,MIA,K. Pickett
5431,2022,7,SEA,LAC,G. Smith
5433,2022,7,SF,KC,J. Garoppolo
5434,2022,7,TB,CAR,T. Brady
5435,2022,7,TEN,IND,R. Tannehill
5436,2022,7,WAS,GB,T. Heinicke
5437,2022,8,ARI,MIN,K. Murray
5438,2022,8,ATL,CAR,M. Mariota
5439,2022,8,BAL,TB,L. Jackson
5440,2022,8,BUF,GB,J. Allen
5441,2022,8,CAR,ATL,P. Walker
5442,2022,8,CHI,DAL,J. Fields
5444,2022,8,CIN,CLE,J. Burrow
5446,2022,8,CLE,CIN,J. Brissett
5447,2022,8,DAL,CHI,D. Prescott
5448,2022,8,DEN,JAX,R. Wilson
5449,2022,8,DET,MIA,J. Goff
5450,2022,8,GB,BUF,A. Rodgers
5451,2022,8,HOU,TEN,D. Mills
5453,2022,8,IND,WAS,S. Ehlinger
5454,2022,8,JAX,DEN,T. Lawrence
5455,2022,8,LA,SF,M. Stafford
5456,2022,8,LV,NO,D. Carr
5458,2022,8,MIA,DET,T. Tagovailoa
5459,2022,8,MIN,ARI,K. Cousins
5460,2022,8,NE,NYJ,M. Jones
5461,2022,8,NO,LV,A. Dalton
5463,2022,8,NYG,SEA,D. Jones
5464,2022,8,NYJ,NE,Z. Wilson
5466,2022,8,PHI,PIT,J. Hurts
5468,2022,8,PIT,PHI,K. Pickett
5470,2022,8,SEA,NYG,G. Smith
5472,2022,8,SF,LA,J. Garoppolo
5473,2022,8,TB,BAL,T. Brady
5474,2022,8,TEN,HOU,M. Willis
5475,2022,8,WAS,IND,T. Heinicke
5476,2022,9,ARI,SEA,K. Murray
5477,2022,9,ATL,LAC,M. Mariota
5478,2022,9,BAL,NO,L. Jackson
5479,2022,9,BUF,NYJ,J. Allen
5480,2022,9,CAR,CIN,B. Mayfield
5482,2022,9,CHI,MIA,J. Fields
5484,2022,9,CIN,CAR,J. Burrow
5485,2022,9,DET,GB,J. Goff
5486,2022,9,GB,DET,A. Rodgers
5487,2022,9,HOU,PHI,D. Mills
5488,2022,9,IND,NE,S. Ehlinger
5489,2022,9,JAX,LV,T. Lawrence
5490,2022,9,KC,TEN,P. Mahomes
5491,2022,9,LA,TB,M. Stafford
5492,2022,9,LAC,ATL,J. Herbert
5493,2022,9,LV,JAX,D. Carr
5494,2022,9,MIA,CHI,T. Tagovailoa
5495,2022,9,MIN,WAS,K. Cousins
5497,2022,9,NE,IND,M. Jones
5498,2022,9,NO,BAL,A. Dalton
5500,2022,9,NYJ,BUF,Z. Wilson
5501,2022,9,PHI,HOU,J. Hurts
5502,2022,9,SEA,ARI,G. Smith
5503,2022,9,TB,LA,T. Brady
5504,2022,9,TEN,KC,M. Willis
5505,2022,9,WAS,MIN,T. Heinicke
5506,2022,10,ARI,LA,C. McCoy
5507,2022,10,ATL,CAR,M. Mariota
5508,2022,10,BUF,MIN,J. Allen
5509,2022,10,CAR,ATL,P. Walker
5510,2022,10,CHI,DET,J. Fields
5511,2022,10,CLE,MIA,J. Brissett
5512,2022,10,DAL,GB,D. Prescott
5513,2022,10,DEN,TEN,R. Wilson
5514,2022,10,DET,CHI,J. Goff
5515,2022,10,GB,DAL,A. Rodgers
5516,2022,10,HOU,NYG,D. Mills
5517,2022,10,IND,LV,M. Ryan
5518,2022,10,JAX,KC,T. Lawrence
5519,2022,10,KC,JAX,P. Mahomes
5521,2022,10,LA,ARI,J. Wolford
5523,2022,10,LAC,SF,J. Herbert
5524,2022,10,LV,IND,D. Carr
5526,2022,10,MIA,CLE,T. Tagovailoa
5527,2022,10,MIN,BUF,K. Cousins
5528,2022,10,NO,PIT,A. Dalton
5530,2022,10,NYG,HOU,D. Jones
5531,2022,10,PHI,WAS,J. Hurts
5532,2022,10,PIT,NO,K. Pickett
5533,2022,10,SEA,TB,G. Smith
5534,2022,10,SF,LAC,J. Garoppolo
5536,2022,10,TB,SEA,T. Brady
5537,2022,10,TEN,DEN,R. Tannehill
5538,2022,10,WAS,PHI,T. Heinicke
5539,2022,11,ARI,SF,C. McCoy
5541,2022,11,ATL,CHI,M. Mariota
5542,2022,11,BAL,CAR,L. Jackson
5543,2022,11,BUF,CLE,J. Allen
5544,2022,11,CAR,BAL,B. Mayfield
5545,2022,11,CHI,ATL,J. Fields
5546,2022,11,CIN,PIT,J. Burrow
5547,2022,11,CLE,BUF,J. Brissett
5549,2022,11,DAL,MIN,D. Prescott
5550,2022,11,DEN,LV,R. Wilson
5551,2022,11,DET,NYG,J. Goff
5552,2022,11,GB,TEN,A. Rodgers
5553,2022,11,HOU,WAS,D. Mills
5554,2022,11,IND,PHI,M. Ryan
5555,2022,11,KC,LAC,P. Mahomes
5557,2022,11,LA,NO,M. Stafford
5558,2022,11,LAC,KC,J. Herbert
5559,2022,11,LV,DEN,D. Carr
5560,2022,11,MIN,DAL,K. Cousins
5562,2022,11,NE,NYJ,M. Jones
5563,2022,11,NO,LA,A. Dalton
5565,2022,11,NYG,DET,D. Jones
5566,2022,11,NYJ,NE,Z. Wilson
5567,2022,11,PHI,IND,J. Hurts
5568,2022,11,PIT,CIN,K. Pickett
5569,2022,11,SF,ARI,J. Garoppolo
5571,2022,11,TEN,GB,R. Tannehill
5572,2022,11,WAS,HOU,T. Heinicke
5573,2022,12,ARI,LAC,K. Murray
5574,2022,12,ATL,WAS,M. Mariota
5575,2022,12,BAL,JAX,L. Jackson
5576,2022,12,BUF,DET,J. Allen
5577,2022,12,CAR,DEN,S. Darnold
5578,2022,12,CHI,NYJ,T. Siemian
5579,2022,12,CIN,TEN,J. Burrow
5580,2022,12,CLE,TB,J. Brissett
5581,2022,12,DAL,NYG,D. Prescott
5582,2022,12,DEN,CAR,R. Wilson
5583,2022,12,DET,BUF,J. Goff
5584,2022,12,GB,PHI,A. Rodgers
5586,2022,12,HOU,MIA,K. Allen
5587,2022,12,IND,PIT,M. Ryan
5588,2022,12,JAX,BAL,T. Lawrence
5589,2022,12,KC,LA,P. Mahomes
5590,2022,12,LA,KC,B. Perkins
5592,2022,12,LAC,ARI,J. Herbert
5593,2022,12,LV,SEA,D. Carr
5595,2022,12,MIA,HOU,T. Tagovailoa
5597,2022,12,MIN,NE,K. Cousins
5598,2022,12,NE,MIN,M. Jones
5599,2022,12,NO,SF,A. Dalton
5601,2022,12,NYG,DAL,D. Jones
5603,2022,12,NYJ,CHI,M. White
5604,2022,12,PHI,GB,J. Hurts
5605,2022,12,PIT,IND,K. Pickett
5606,2022,12,SEA,LV,G. Smith
5607,2022,12,SF,NO,J. Garoppolo
5608,2022,12,TB,CLE,T. Brady
5609,2022,12,TEN,CIN,R. Tannehill
5610,2022,12,WAS,ATL,T. Heinicke
5611,2022,13,ATL,PIT,M. Mariota
5614,2022,13,BAL,DEN,T. Huntley
5615,2022,13,BUF,NE,J. Allen
5616,2022,13,CHI,GB,J. Fields
5617,2022,13,CIN,KC,J. Burrow
5618,2022,13,CLE,HOU,D. Watson
5620,2022,13,DAL,IND,D. Prescott
5621,2022,13,DEN,BAL,R. Wilson
5622,2022,13,DET,JAX,J. Goff
5623,2022,13,GB,CHI,A. Rodgers
5624,2022,13,HOU,CLE,K. Allen
5625,2022,13,IND,DAL,M. Ryan
5627,2022,13,JAX,DET,T. Lawrence
5628,2022,13,KC,CIN,P. Mahomes
5629,2022,13,LA,SEA,J. Wolford
5630,2022,13,LAC,LV,J. Herbert
5631,2022,13,LV,LAC,D. Carr
5633,2022,13,MIA,SF,T. Tagovailoa
5634,2022,13,MIN,NYJ,K. Cousins
5635,2022,13,NE,BUF,M. Jones
5636,2022,13,NO,TB,A. Dalton
5638,2022,13,NYG,WAS,D. Jones
5640,2022,13,NYJ,MIN,M. White
5642,2022,13,PHI,TEN,J. Hurts
5643,2022,13,PIT,ATL,K. Pickett
5644,2022,13,SEA,LA,G. Smith
5645,2022,13,SF,MIA,B. Purdy
5647,2022,13,TB,NO,T. Brady
5649,2022,13,TEN,PHI,R. Tannehill
5650,2022,13,WAS,NYG,T. Heinicke
5651,2022,14,ARI,NE,C. McCoy
5654,2022,14,BAL,PIT,T. Huntley
5655,2022,14,BUF,NYJ,J. Allen
5656,2022,14,CAR,SEA,S. Darnold
5657,2022,14,CIN,CLE,J. Burrow
5658,2022,14,CLE,CIN,D. Watson
5660,2022,14,DAL,HOU,D. Prescott
5662,2022,14,DEN,KC,R. Wilson
5663,2022,14,DET,MIN,J. Goff
5664,2022,14,HOU,DAL,D. Mills
5666,2022,14,JAX,TEN,T. Lawrence
5667,2022,14,KC,DEN,P. Mahomes
5668,2022,14,LA,LV,B. Mayfield
5669,2022,14,LAC,MIA,J. Herbert
5670,2022,14,LV,LA,D. Carr
5671,2022,14,MIA,LAC,T. Tagovailoa
5672,2022,14,MIN,DET,K. Cousins
5673,2022,14,NE,ARI,M. Jones
5674,2022,14,NYG,PHI,D. Jones
5677,2022,14,NYJ,BUF,M. White
5678,2022,14,PHI,NYG,J. Hurts
5680,2022,14,PIT,BAL,M. Trubisky
5681,2022,14,SEA,CAR,G. Smith
5682,2022,14,SF,TB,B. Purdy
5684,2022,14,TB,SF,T. Brady
5685,2022,14,TEN,JAX,R. Tannehill
5686,2022,15,ARI,DEN,C. McCoy
5688,2022,15,ATL,NO,D. Ridder
5689,2022,15,BAL,CLE,T. Huntley
5690,2022,15,BUF,MIA,J. Allen
5691,2022,15,CAR,PIT,S. Darnold
5692,2022,15,CHI,PHI,J. Fields
5694,2022,15,CIN,TB,J. Burrow
5695,2022,15,CLE,BAL,D. Watson
5696,2022,15,DAL,JAX,D. Prescott
5697,2022,15,DEN,ARI,B. Rypien
5698,2022,15,DET,NYJ,J. Goff
5699,2022,15,GB,LA,A. Rodgers
5700,2022,15,HOU,KC,D. Mills
5703,2022,15,IND,MIN,M. Ryan
5704,2022,15,JAX,DAL,T. Lawrence
5705,2022,15,KC,HOU,P. Mahomes
5706,2022,15,LA,GB,B. Mayfield
5707,2022,15,LAC,TEN,J. Herbert
5708,2022,15,LV,NE,D. Carr
5709,2022,15,MIA,BUF,T. Tagovailoa
5710,2022,15,MIN,IND,K. Cousins
5712,2022,15,NE,LV,M. Jones
5713,2022,15,NO,ATL,A. Dalton
5715,2022,15,NYG,WAS,D. Jones
5716,2022,15,NYJ,DET,Z. Wilson
5717,2022,15,PHI,CHI,J. Hurts
5718,2022,15,PIT,CAR,M. Trubisky
5719,2022,15,SEA,SF,G. Smith
5720,2022,15,SF,SEA,B. Purdy
5721,2022,15,TB,CIN,T. Brady
5723,2022,15,TEN,LAC,R. Tannehill
5724,2022,15,WAS,NYG,T. Heinicke
5726,2022,16,ARI,TB,T. McSorley
5727,2022,16,ATL,BAL,D. Ridder
5728,2022,16,BAL,ATL,T. Huntley
5729,2022,16,BUF,CHI,J. Allen
5730,2022,16,CAR,DET,S. Darnold
5731,2022,16,CHI,BUF,J. Fields
5733,2022,16,CIN,NE,J. Burrow
5734,2022,16,CLE,NO,D. Watson
5735,2022,16,DAL,PHI,D. Prescott
5737,2022,16,DEN,LA,R. Wilson
5738,2022,16,DET,CAR,J. Goff
5739,2022,16,GB,MIA,A. Rodgers
5740,2022,16,HOU,TEN,D. Mills
5742,2022,16,IND,LAC,N. Foles
5743,2022,16,JAX,NYJ,T. Lawrence
5744,2022,16,KC,SEA,P. Mahomes
5745,2022,16,LA,DEN,B. Mayfield
5746,2022,16,LAC,IND,J. Herbert
5747,2022,16,LV,PIT,D. Carr
5748,2022,16,MIA,GB,T. Tagovailoa
5749,2022,16,MIN,NYG,K. Cousins
5750,2022,16,NE,CIN,M. Jones
5751,2022,16,NO,CLE,A. Dalton
5752,2022,16,NYG,MIN,D. Jones
5754,2022,16,NYJ,JAX,Z. Wilson
5755,2022,16,PHI,DAL,G. Minshew
5756,2022,16,PIT,LV,K. Pickett
5757,2022,16,SEA,KC,G. Smith
5758,2022,16,SF,WAS,B. Purdy
5759,2022,16,TB,ARI,T. Brady
5760,2022,16,TEN,HOU,M. Willis
5762,2022,16,WAS,SF,T. Heinicke
5763,2022,17,ARI,ATL,D. Blough
5764,2022,17,ATL,ARI,D. Ridder
5765,2022,17,BAL,PIT,T. Huntley
5766,2022,17,CAR,TB,S. Darnold
5767,2022,17,CHI,DET,J. Fields
5768,2022,17,CLE,WAS,D. Watson
5769,2022,17,DAL,TEN,D. Prescott
5770,2022,17,DEN,KC,R. Wilson
5771,2022,17,DET,CHI,J. Goff
5772,2022,17,GB,MIN,A. Rodgers
5774,2022,17,HOU,JAX,D. Mills
5777,2022,17,IND,NYG,S. Ehlinger
5779,2022,17,JAX,HOU,T. Lawrence
5780,2022,17,KC,DEN,P. Mahomes
5781,2022,17,LA,LAC,B. Mayfield
5783,2022,17,LAC,LA,J. Herbert
5784,2022,17,LV,SF,J. Stidham
5785,2022,17,MIA,NE,S. Thompson
5787,2022,17,MIN,GB,K. Cousins
5789,2022,17,NE,MIA,M. Jones
5790,2022,17,NO,PHI,A. Dalton
5792,2022,17,NYG,IND,D. Jones
5793,2022,17,NYJ,SEA,M. White
5794,2022,17,PHI,NO,G. Minshew
5795,2022,17,PIT,BAL,K. Pickett
5796,2022,17,SEA,NYJ,G. Smith
5797,2022,17,SF,LV,B. Purdy
5798,2022,17,TB,CAR,T. Brady
5799,2022,17,TEN,DAL,J. Dobbs
5800,2022,17,WAS,CLE,C. Wentz
5801,2022,18,ARI,SF,D. Blough
5803,2022,18,ATL,TB,D. Ridder
5804,2022,18,BAL,CIN,A. Brown
5805,2022,18,BUF,NE,J. Allen
5806,2022,18,CAR,NO,S. Darnold
5807,2022,18,CHI,MIN,N. Peterman
5809,2022,18,CIN,BAL,J. Burrow
5810,2022,18,CLE,PIT,D. Watson
5812,2022,18,DAL,WAS,D. Prescott
5813,2022,18,DEN,LAC,R. Wilson
5814,2022,18,DET,GB,J. Goff
5815,2022,18,GB,DET,A. Rodgers
5816,2022,18,HOU,IND,D. Mills
5818,2022,18,IND,HOU,S. Ehlinger
5819,2022,18,JAX,TEN,T. Lawrence
5820,2022,18,KC,LV,P. Mahomes
5821,2022,18,LA,SEA,B. Mayfield
5823,2022,18,LAC,DEN,J. Herbert
5824,2022,18,LV,KC,J. Stidham
5825,2022,18,MIA,NYJ,S. Thompson
5826,2022,18,MIN,CHI,K. Cousins
5828,2022,18,NE,BUF,M. Jones
5829,2022,18,NO,CAR,A. Dalton
5830,2022,18,NYG,PHI,D. Webb
5831,2022,18,NYJ,MIA,J. Flacco
5832,2022,18,PHI,NYG,J. Hurts
5833,2022,18,PIT,CLE,K. Pickett
5834,2022,18,SEA,LA,G. Smith
5835,2022,18,SF,ARI,B. Purdy
5838,2022,18,TB,ATL,T. Brady
5839,2022,18,TEN,JAX,J. Dobbs
5840,2022,18,WAS,DAL,S. Howell
5841,2022,19,BAL,CIN,T. Huntley
5842,2022,19,BUF,MIA,J. Allen
5843,2022,19,CIN,BAL,J. Burrow
5844,2022,19,DAL,TB,D. Prescott
5845,2022,19,JAX,LAC,T. Lawrence
5846,2022,19,LAC,JAX,J. Herbert
5847,2022,19,MIA,BUF,S. Thompson
5849,2022,19,MIN,NYG,K. Cousins
5850,2022,19,NYG,MIN,D. Jones
5851,2022,19,SEA,SF,G. Smith
5852,2022,19,SF,SEA,B. Purdy
5853,2022,19,TB,DAL,T. Brady
5854,2022,20,BUF,CIN,J. Allen
5855,2022,20,CIN,BUF,J. Burrow
5856,2022,20,DAL,SF,D. Prescott
5857,2022,20,JAX,KC,T. Lawrence
5859,2022,20,KC,JAX,P. Mahomes
5860,2022,20,NYG,PHI,D. Jones
5861,2022,20,PHI,NYG,J. Hurts
5862,2022,20,SF,DAL,B. Purdy
5863,2022,21,CIN,KC,J. Burrow
5864,2022,21,KC,CIN,P. Mahomes
5865,2022,21,PHI,SF,J. Hurts
5868,2022,21,SF,PHI,J. Johnson
5869,2022,22,KC,PHI,P. Mahomes
5870,2022,22,PHI,KC,J. Hurts
